dataset,gloss,num_samples,mean_frames,std_frames,sequence_length_variance
ASL,page,5.0,66.0,8.648699324175862,74.8
ASL,visit,9.0,64.44444444444444,8.642416214502248,74.69135802469135
ASL,pretty,5.0,66.2,8.634813257969162,74.56
ASL,king,7.0,67.28571428571429,8.630747123996123,74.48979591836735
ASL,tea,7.0,64.14285714285714,8.626016651114588,74.40816326530613
ASL,computer,14.0,67.21428571428571,8.620395842987485,74.31122448979592
ASL,guitar,7.0,66.42857142857143,8.616547914285842,74.24489795918369
ASL,laundry,4.0,74.25,8.613216588476108,74.1875
ASL,r,4.0,66.75,8.584142356694699,73.6875
ASL,soft,8.0,68.875,8.57959060794861,73.609375
ASL,prevent,5.0,69.0,8.579044235810887,73.6
ASL,salt,8.0,66.0,8.573214099741124,73.5
ASL,guess,6.0,63.833333333333336,8.571593913749194,73.47222222222221
ASL,silver,6.0,63.833333333333336,8.571593913749194,73.47222222222221
ASL,siren,6.0,67.0,8.563488385776752,73.33333333333333
ASL,rely,5.0,67.6,8.5463442476886,73.04
ASL,flirt,6.0,66.16666666666667,8.532617157446802,72.80555555555556
ASL,hate,4.0,65.25,8.525696452489967,72.6875
VSL,đi dạo,3.0,112.0,8.524474568362947,72.66666666666667
ASL,agree,5.0,65.4,8.522910301065007,72.64000000000001
ASL,rake,5.0,65.6,8.522910301065007,72.64000000000001
ASL,eight,6.0,65.66666666666667,8.517954892787092,72.55555555555554
ASL,subtract,6.0,66.33333333333333,8.517954892787092,72.55555555555554
ASL,headache,9.0,69.44444444444444,8.512880581945756,72.46913580246913
ASL,shelf,5.0,69.0,8.508818954473059,72.4
ASL,than,4.0,68.5,8.5,72.25
VSL,quyền lợi,3.0,80.66666666666667,8.498365855987975,72.22222222222223
ASL,tough,6.0,65.83333333333333,8.493461537493937,72.13888888888889
ASL,murder,4.0,68.0,8.48528137423857,72.0
ASL,shovel,3.0,66.0,8.48528137423857,72.0
ASL,texas,3.0,66.0,8.48528137423857,72.0
VSL,em trai,3.0,66.0,8.48528137423857,72.0
VSL,héc-tô-mét vuông (hm2),3.0,81.0,8.48528137423857,72.0
VSL,liên quan,3.0,81.0,8.48528137423857,72.0
VSL,nước Việt nam,3.0,73.0,8.48528137423857,72.0
VSL,thú dữ,3.0,84.0,8.48528137423857,72.0
VSL,trắng muốt,3.0,74.0,8.48528137423857,72.0
ASL,sugar,7.0,64.71428571428571,8.463607567770643,71.63265306122449
ASL,school,9.0,65.11111111111111,8.451751224771828,71.4320987654321
ASL,interpret,4.0,68.25,8.437268515343103,71.1875
ASL,scissors,8.0,66.375,8.425222548989433,70.984375
ASL,experiment,6.0,71.66666666666667,8.41955396021006,70.8888888888889
ASL,nothing,6.0,64.33333333333333,8.41955396021006,70.88888888888889
ASL,borrow,6.0,64.5,8.401388774085707,70.58333333333333
ASL,beside,5.0,64.2,8.4,70.56000000000002
ASL,principal,5.0,64.2,8.4,70.56000000000002
ASL,question,5.0,64.2,8.4,70.56000000000002
ASL,speak,5.0,64.2,8.4,70.56000000000002
ASL,afternoon,7.0,63.42857142857143,8.398250546685182,70.53061224489795
ASL,arm,7.0,63.42857142857143,8.398250546685182,70.53061224489795
ASL,until,7.0,65.28571428571429,8.39582014566578,70.48979591836736
ASL,stay,9.0,65.66666666666667,8.393118874676114,70.44444444444444
ASL,improve,9.0,66.11111111111111,8.385761006272537,70.32098765432099
ASL,brief,5.0,66.6,8.380930735902785,70.24000000000001
ASL,skeleton,5.0,66.6,8.380930735902785,70.24000000000001
ASL,yourself,5.0,66.6,8.380930735902785,70.24000000000001
ASL,gum,6.0,67.33333333333333,8.379870059984357,70.22222222222223
VSL,buổi trưa,3.0,99.33333333333331,8.379870059984357,70.22222222222223
ASL,shine,8.0,64.25,8.37779804005802,70.1875
ASL,chemistry,6.0,67.83333333333333,8.374896350934074,70.13888888888889
ASL,steel,6.0,67.0,8.366600265340756,70.0
ASL,mean,8.0,67.25,8.362864341838865,69.9375
ASL,jealous,8.0,65.875,8.358192089202067,69.859375
ASL,smile,7.0,63.57142857142857,8.347063518852309,69.6734693877551
ASL,spirit,7.0,63.57142857142857,8.347063518852309,69.6734693877551
ASL,bother,8.0,66.875,8.34322329798262,69.609375
VSL,ngày nay,3.0,82.33333333333333,8.339997335464536,69.55555555555556
ASL,pizza,12.0,65.25,8.337915406942752,69.52083333333333
ASL,send,5.0,69.2,8.328265125462805,69.36
ASL,mustache,5.0,68.0,8.318653737234168,69.2
ASL,cabbage,4.0,65.75,8.317902379807062,69.1875
ASL,lip,4.0,69.75,8.317902379807062,69.1875
ASL,turkey,7.0,63.71428571428572,8.31030832699942,69.06122448979592
ASL,story,7.0,63.71428571428572,8.31030832699942,69.0612244897959
ASL,proud,5.0,64.4,8.309031231136396,69.04000000000002
ASL,bar,11.0,64.63636363636364,8.304136179395808,68.9586776859504
ASL,ball,9.0,64.44444444444444,8.301420375267933,68.91358024691357
ASL,necessary,4.0,67.5,8.2915619758885,68.75
VSL,e thẹn,3.0,69.0,8.286535263104035,68.66666666666667
ASL,interview,5.0,68.0,8.270429251254134,68.4
ASL,size,5.0,69.0,8.270429251254134,68.4
ASL,lose,9.0,67.44444444444444,8.261169020196046,68.24691358024691
VSL,Liên Bang Nga (nước Nga),3.0,79.66666666666667,8.259674462242579,68.22222222222223
VSL,thầy cô,3.0,95.33333333333331,8.259674462242579,68.22222222222223
VSL,ví dụ,3.0,74.66666666666667,8.259674462242579,68.22222222222223
ASL,control,5.0,64.6,8.236504112789602,67.84000000000002
ASL,warn,5.0,66.4,8.2365041127896,67.84
ASL,comb,6.0,65.83333333333333,8.234412884690418,67.80555555555556
ASL,alphabet,4.0,64.75,8.227241335952167,67.6875
ASL,hanukkah,4.0,64.75,8.227241335952167,67.6875
ASL,let,4.0,64.75,8.227241335952167,67.6875
ASL,solve,4.0,64.75,8.227241335952167,67.6875
ASL,spread,4.0,64.75,8.227241335952167,67.6875
ASL,push,6.0,65.16666666666667,8.214147686901073,67.47222222222224
ASL,superman,4.0,70.5,8.200609733428363,67.25
ASL,suppose,4.0,67.5,8.200609733428363,67.25
ASL,sandwich,10.0,64.0,8.19756061276768,67.2
ASL,commit,4.0,67.0,8.18535277187245,67.0
ASL,lesson,6.0,66.0,8.18535277187245,67.0
ASL,concentrate,3.0,69.66666666666667,8.178562764256865,66.8888888888889
VSL,màu xanh lá cây,3.0,89.66666666666667,8.178562764256865,66.8888888888889
ASL,write,10.0,67.2,8.1706792863262,66.76
ASL,spell,6.0,66.5,8.159861109929098,66.58333333333333
ASL,parallel,5.0,65.0,8.148619514985345,66.4
ASL,influence,6.0,66.0,8.144527815247077,66.33333333333333
ASL,win,7.0,64.57142857142857,8.139096876139494,66.24489795918366
ASL,every,5.0,66.6,8.138795979750322,66.24
ASL,serve,5.0,66.6,8.138795979750322,66.24
ASL,marry,7.0,67.28571428571429,8.13658906622751,66.20408163265306
ASL,suspend,4.0,67.75,8.13557004763649,66.1875
ASL,weekly,4.0,67.75,8.13557004763649,66.1875
ASL,piece,4.0,65.0,8.093207028119323,65.5
ASL,forever,6.0,64.83333333333333,8.09149072929224,65.47222222222224
ASL,score,11.0,65.45454545454545,8.083244582171606,65.33884297520662
ASL,transfer,8.0,64.375,8.061288668693114,64.984375
VSL,rưỡi,3.0,94.33333333333331,8.055363982396383,64.8888888888889
VSL,tuần trước,3.0,86.0,8.04155872120988,64.66666666666667
ASL,umbrella,6.0,67.83333333333333,8.029459646963936,64.47222222222221
ASL,hair,9.0,65.55555555555556,8.029267451173185,64.46913580246913
ASL,government,10.0,64.7,8.025584090893322,64.41
ASL,not,7.0,66.0,8.017837257372731,64.28571428571429
VSL,chia,3.0,86.33333333333333,8.013876853447538,64.22222222222223
VSL,loài vật,3.0,86.33333333333333,8.013876853447538,64.22222222222223
VSL,người lái xe (ô tô),3.0,91.66666666666669,8.013876853447538,64.22222222222223
ASL,act,5.0,66.0,8.0,64.0
ASL,defend,5.0,64.0,8.0,64.0
ASL,perfume,5.0,64.0,8.0,64.0
ASL,precious,5.0,64.0,8.0,64.0
ASL,reject,5.0,64.0,8.0,64.0
VSL,chị chồng,2.0,123.0,8.0,64.0
ASL,animal,9.0,65.11111111111111,7.992280225935309,63.876543209876544
ASL,father,7.0,68.85714285714286,7.989789402348321,63.836734693877546
ASL,embarrass,6.0,67.16666666666667,7.98783797754784,63.80555555555557
ASL,rage,4.0,65.25,7.980444849756184,63.6875
ASL,verb,4.0,65.25,7.980444849756184,63.6875
ASL,gray,6.0,65.33333333333333,7.972173828734266,63.55555555555557
ASL,old,7.0,63.57142857142857,7.9616427389101565,63.38775510204082
ASL,read,6.0,67.0,7.958224257542215,63.333333333333336
ASL,lemon,8.0,64.625,7.952004464284461,63.234375
ASL,commute,5.0,66.4,7.939773296511683,63.040000000000006
ASL,arrive,8.0,63.0,7.937253933193772,63.0
VSL,phim truyện,3.0,75.33333333333333,7.93025150224688,62.88888888888889
ASL,bottle,7.0,66.42857142857143,7.925675146674399,62.81632653061225
ASL,piano,5.0,70.6,7.914543574963752,62.64000000000001
ASL,touch,5.0,64.2,7.909487973314076,62.56
ASL,annoy,4.0,71.75,7.885905147793752,62.1875
ASL,great,9.0,66.0,7.874007874011811,62.0
VSL,cây ngô,3.0,83.0,7.874007874011811,62.0
ASL,boyfriend,5.0,69.8,7.858753081755401,61.760000000000005
ASL,kiss,9.0,62.77777777777778,7.856742013183861,61.72839506172839
ASL,shout,3.0,68.66666666666667,7.845734863959881,61.55555555555557
ASL,senate,6.0,63.5,7.826237921249264,61.25
ASL,sick,8.0,68.125,7.801241888314962,60.859375
ASL,click,4.0,64.5,7.794228634059948,60.75
ASL,gold,4.0,64.5,7.794228634059948,60.75
ASL,northwest,4.0,64.5,7.794228634059948,60.75
ASL,personality,4.0,64.5,7.794228634059948,60.75
ASL,babysitter,4.0,67.75,7.790218225441442,60.6875
ASL,bribe,3.0,66.0,7.788880963698615,60.66666666666666
VSL,Cam-pu-chia (nước Cam-pu-chia),3.0,85.0,7.788880963698615,60.66666666666666
VSL,mới,3.0,70.0,7.788880963698615,60.66666666666666
VSL,sống sót,3.0,85.0,7.788880963698615,60.66666666666666
ASL,december,5.0,64.6,7.787168933572715,60.64000000000001
ASL,need,6.0,65.5,7.783529619223745,60.583333333333336
ASL,eyeglasses,4.0,66.0,7.7781745930520225,60.5
ASL,son,10.0,64.5,7.762087348130012,60.25
ASL,friday,6.0,67.66666666666667,7.760297817881877,60.22222222222222
ASL,escape,8.0,64.75,7.75806032459145,60.1875
ASL,mad,5.0,64.8,7.756287771866127,60.16
ASL,milk,5.0,65.2,7.756287771866127,60.16
ASL,viewpoint,5.0,64.8,7.756287771866126,60.15999999999999
ASL,yesterday,10.0,63.9,7.751773990513397,60.09000000000001
ASL,their,5.0,65.0,7.745966692414834,60.0
ASL,thank you,7.0,64.28571428571429,7.740695533796609,59.91836734693878
ASL,inspect,5.0,66.4,7.709734106958553,59.44
ASL,instead,5.0,68.4,7.709734106958553,59.44
ASL,about,7.0,64.85714285714286,7.698396334461417,59.265306122448976
ASL,after,7.0,63.142857142857146,7.698396334461417,59.265306122448976
ASL,tiger,9.0,64.11111111111111,7.69479541919146,59.20987654320988
ASL,to,7.0,64.85714285714286,7.6798171746946355,58.97959183673469
ASL,yellow,8.0,64.875,7.671986379028576,58.859375
ASL,consider,4.0,67.25,7.660776723022281,58.6875
ASL,music,8.0,66.75,7.660776723022281,58.6875
ASL,funeral,5.0,66.2,7.652450587883597,58.56
ASL,wall,5.0,65.8,7.652450587883597,58.56
ASL,spring,6.0,65.33333333333333,7.652160188832664,58.55555555555555
ASL,drama,5.0,68.4,7.631513611335565,58.24
ASL,holy,5.0,66.6,7.631513611335565,58.24
ASL,pray,6.0,68.33333333333333,7.630348761506398,58.22222222222223
ASL,braid,4.0,71.75,7.628073151196179,58.1875
ASL,possible,8.0,62.875,7.606535019310698,57.859375
ASL,cross,5.0,63.8,7.6,57.760000000000005
ASL,carrot,9.0,64.77777777777777,7.5979204432350045,57.728395061728406
ASL,always,7.0,63.42857142857143,7.594305062858293,57.6734693877551
ASL,psychologist,3.0,70.33333333333333,7.586537784494029,57.55555555555557
VSL,văn nghệ,3.0,68.66666666666667,7.586537784494029,57.55555555555557
ASL,vacation,6.0,65.66666666666667,7.586537784494027,57.55555555555554
ASL,paper,8.0,63.0,7.566372975210778,57.25
ASL,straight,8.0,63.0,7.566372975210778,57.25
ASL,wide,6.0,65.33333333333333,7.564537145273478,57.22222222222223
ASL,compare,7.0,66.42857142857143,7.556589231678968,57.10204081632654
ASL,sneeze,4.0,65.0,7.54983443527075,57.0
ASL,mainstream,5.0,68.2,7.547184905645283,56.96
ASL,add,9.0,65.55555555555556,7.544108976341313,56.913580246913575
VSL,chữa bài,3.0,86.66666666666667,7.542472332656507,56.88888888888889
VSL,con ngựa,3.0,75.33333333333333,7.542472332656507,56.88888888888889
VSL,không quen,3.0,70.66666666666667,7.542472332656507,56.88888888888889
VSL,nội dung,3.0,70.33333333333333,7.542472332656507,56.88888888888889
VSL,xanh xao,3.0,74.33333333333333,7.542472332656507,56.88888888888889
ASL,famous,6.0,65.66666666666667,7.542472332656507,56.888888888888886
ASL,farmer,4.0,71.5,7.533259586659682,56.75
ASL,numerous,5.0,67.4,7.525955088890712,56.64000000000001
ASL,owl,5.0,65.4,7.525955088890712,56.64000000000001
ASL,card,8.0,64.25,7.51248960065836,56.4375
ASL,encourage,7.0,65.85714285714286,7.510536816054238,56.40816326530612
ASL,stand,5.0,64.0,7.509993342207434,56.4
ASL,same,9.0,63.22222222222222,7.5096645549848,56.39506172839506
ASL,television,6.0,66.0,7.505553499465135,56.333333333333336
VSL,làm bài tập,2.0,72.5,7.5,56.25
VSL,rửa chân,2.0,90.5,7.5,56.25
ASL,fun,7.0,64.71428571428571,7.496938150515387,56.204081632653065
ASL,golf,7.0,65.71428571428571,7.496938150515386,56.20408163265306
ASL,memorize,7.0,65.71428571428571,7.496938150515386,56.20408163265306
ASL,punish,6.0,67.16666666666667,7.492588930996341,56.13888888888889
ASL,area,7.0,63.85714285714285,7.49149177264394,56.12244897959184
VSL,dân tộc,3.0,73.0,7.483314773547883,56.0
VSL,đúng không_,3.0,86.0,7.483314773547883,56.0
ASL,solid,6.0,65.33333333333333,7.475887164001935,55.88888888888889
ASL,involve,5.0,66.0,7.4565407529228995,55.6
ASL,audience,6.0,63.333333333333336,7.4535599249993,55.55555555555557
ASL,relief,6.0,63.333333333333336,7.4535599249993,55.55555555555557
ASL,business,7.0,65.42857142857143,7.442295015789203,55.38775510204082
ASL,concern,5.0,67.2,7.440430095095309,55.36
ASL,israel,5.0,65.8,7.440430095095309,55.35999999999999
ASL,ring,5.0,70.2,7.413501197140255,54.96
VSL,tuần,3.0,74.33333333333333,7.408703590297623,54.88888888888889
ASL,talent,4.0,66.5,7.399324293474371,54.75
ASL,penalty,4.0,69.25,7.39509972887452,54.6875
ASL,coconut,5.0,64.4,7.391887445030531,54.64
ASL,unique,6.0,67.33333333333333,7.386173268720112,54.55555555555555
ASL,valley,4.0,67.0,7.3824115301167,54.5
ASL,her,8.0,64.25,7.378177281686853,54.4375
ASL,enter,5.0,69.0,7.37563556583431,54.4
ASL,gorilla,5.0,65.0,7.37563556583431,54.4
ASL,pause,5.0,67.0,7.37563556583431,54.4
ASL,butter,6.0,70.0,7.371114795831994,54.333333333333336
ASL,warm,5.0,66.6,7.364781055808788,54.24
ASL,cruel,4.0,64.25,7.361215932167728,54.1875
ASL,f,4.0,64.25,7.361215932167728,54.1875
ASL,calculus,5.0,64.8,7.35934779718964,54.16
ASL,single,6.0,65.16666666666667,7.357913351548039,54.13888888888889
ASL,hurry,7.0,63.0,7.3484692283495345,54.0
ASL,strict,6.0,63.66666666666666,7.340905181848412,53.888888888888864
VSL,chặt,3.0,80.66666666666667,7.3181661333667165,53.55555555555557
VSL,thú y,3.0,90.66666666666669,7.3181661333667165,53.55555555555557
ASL,stress,8.0,63.625,7.313301238155037,53.484375
ASL,lousy,6.0,64.83333333333333,7.312470322826769,53.47222222222223
ASL,spray,8.0,68.125,7.30475016684349,53.359375
ASL,egypt,7.0,66.14285714285714,7.298308442539886,53.265306122448976
ASL,fly,8.0,66.75,7.292976072907411,53.1875
ASL,habit,4.0,67.75,7.292976072907411,53.1875
ASL,sky,8.0,64.75,7.292976072907411,53.1875
ASL,microwave,7.0,65.0,7.289914755527471,53.142857142857146
ASL,obtain,5.0,67.4,7.28285658241325,53.040000000000006
ASL,late,8.0,62.75,7.275816105427624,52.9375
ASL,plus,7.0,64.85714285714286,7.259054866235714,52.69387755102041
ASL,christmas,8.0,64.75,7.258615570478987,52.6875
ASL,suffer,5.0,65.0,7.238784428341543,52.4
ASL,increase,5.0,69.8,7.222188034107115,52.16
ASL,lesbian,6.0,64.83333333333333,7.22072634081149,52.13888888888889
ASL,short,13.0,65.07692307692308,7.205356324520919,51.917159763313606
ASL,host,5.0,65.4,7.2,51.84
ASL,kid,5.0,63.6,7.2,51.84
ASL,telescope,5.0,63.6,7.2,51.84
ASL,purchase,4.0,69.0,7.176350047203662,51.5
ASL,faculty,5.0,65.8,7.166589146867567,51.36
ASL,wife,8.0,63.75,7.1545440106270926,51.1875
ASL,word,8.0,63.25,7.1545440106270926,51.1875
ASL,friend,7.0,67.42857142857143,7.128557114214084,50.81632653061224
ASL,people,6.0,67.16666666666667,7.1278015934477,50.80555555555557
ASL,toilet paper,4.0,68.75,7.119515432949071,50.6875
VSL,chuyên gia,3.0,88.0,7.118052168020874,50.66666666666666
VSL,cơm bình dân,3.0,82.0,7.118052168020874,50.66666666666666
VSL,quả khế,3.0,79.0,7.118052168020874,50.66666666666666
ASL,command,5.0,65.8,7.110555533852471,50.56
ASL,every tuesday,5.0,63.8,7.11055553385247,50.56
ASL,cereal,8.0,64.875,7.096433963618629,50.359375
ASL,grapes,7.0,64.0,7.091242083423347,50.285714285714285
ASL,kill,7.0,64.0,7.091242083423347,50.285714285714285
ASL,week,9.0,63.77777777777778,7.08327886689299,50.17283950617284
ASL,below,6.0,63.16666666666666,7.080881928749334,50.13888888888889
ASL,cannot,6.0,63.16666666666666,7.080881928749334,50.13888888888889
ASL,wolf,6.0,63.16666666666666,7.080881928749334,50.13888888888889
ASL,rough,7.0,64.85714285714286,7.079720967636495,50.12244897959183
ASL,festival,4.0,72.0,7.071067811865476,50.0
VSL,bít tết (bò),3.0,102.0,7.071067811865476,50.0
VSL,môn Đạo đức,3.0,93.0,7.071067811865476,50.0
VSL,người quen,3.0,83.0,7.071067811865476,50.0
VSL,nên không_,3.0,72.0,7.071067811865476,50.0
VSL,nạp điện,3.0,82.0,7.071067811865476,50.0
VSL,quả dừa xiêm,3.0,116.0,7.071067811865476,50.0
VSL,sinh sản,3.0,72.0,7.071067811865476,50.0
VSL,ô,3.0,68.0,7.071067811865476,50.0
ASL,sunday,8.0,66.375,7.069962871189636,49.984375
ASL,steal,7.0,65.42857142857143,7.068181072487418,49.95918367346939
ASL,soon,11.0,63.63636363636363,7.061711449432164,49.86776859504132
ASL,minute,9.0,63.66666666666666,7.055336829505574,49.77777777777777
ASL,friendly,7.0,64.42857142857143,7.047940790596578,49.67346938775511
ASL,rubber,5.0,65.0,7.042726744663604,49.6
ASL,several,4.0,65.0,7.035623639735144,49.5
ASL,university,7.0,67.0,7.010196655077313,49.142857142857146
ASL,grey,2.0,75.0,7.0,49.0
ASL,wash face,2.0,67.0,7.0,49.0
VSL,khổ,2.0,155.0,7.0,49.0
ASL,believe,7.0,62.85714285714285,6.998542122237651,48.97959183673469
ASL,saturday,7.0,66.42857142857143,6.986868148935705,48.81632653061224
ASL,hold,5.0,64.6,6.974238309665077,48.63999999999999
ASL,bra,4.0,65.0,6.96419413859206,48.5
ASL,mosquito,4.0,66.0,6.96419413859206,48.5
ASL,shock,9.0,64.22222222222223,6.956655929999346,48.39506172839506
ASL,wet,9.0,64.11111111111111,6.951329919829801,48.32098765432099
VSL,con ếch,3.0,85.33333333333333,6.944222218666553,48.22222222222223
ASL,neutral,6.0,63.833333333333336,6.938219432166216,48.138888888888886
ASL,ruin,4.0,64.0,6.928203230275509,48.0
ASL,sunrise,4.0,64.0,6.928203230275509,48.0
ASL,teeth,4.0,64.0,6.928203230275509,48.0
ASL,bowling,13.0,63.15384615384615,6.9153803371254,47.822485207100605
ASL,africa,9.0,62.44444444444444,6.913932971601797,47.80246913580246
ASL,belief,7.0,63.42857142857143,6.9045976991968985,47.6734693877551
ASL,dance,7.0,64.0,6.8660656232559525,47.142857142857146
ASL,make,9.0,62.66666666666666,6.863753427324666,47.11111111111111
ASL,think,7.0,64.28571428571429,6.860118402024554,47.06122448979592
ASL,strong,8.0,63.625,6.854514935427598,46.984375
ASL,manage,5.0,65.2,6.8527366796047255,46.96
ASL,occur,3.0,65.33333333333333,6.847546194724712,46.88888888888889
VSL,dây điện,3.0,74.33333333333333,6.847546194724712,46.88888888888889
VSL,lười học,3.0,89.66666666666667,6.847546194724712,46.88888888888889
VSL,thói quen,3.0,80.33333333333333,6.847546194724712,46.88888888888889
VSL,tuần lễ người Điếc thế giới,3.0,173.33333333333334,6.847546194724712,46.888888888888886
ASL,house,7.0,63.42857142857143,6.842245722758884,46.81632653061224
ASL,motivate,6.0,66.83333333333333,6.841458583924597,46.80555555555555
ASL,army,5.0,63.4,6.800000000000001,46.24000000000001
ASL,snack,5.0,63.4,6.800000000000001,46.24000000000001
ASL,alligator,5.0,65.4,6.8,46.24
ASL,pour,5.0,63.4,6.8,46.24
ASL,expensive,8.0,66.375,6.799586384479573,46.234375
ASL,test,8.0,63.75,6.796138609534093,46.1875
ASL,top,6.0,64.33333333333333,6.774133810967191,45.888888888888886
ASL,kick,5.0,64.8,6.764613810115105,45.76
ASL,selfish,5.0,65.0,6.752777206453653,45.6
ASL,rain,7.0,65.0,6.740072064048828,45.42857142857143
ASL,recommend,4.0,66.25,6.722164829874376,45.1875
ASL,approve,8.0,63.875,6.716351316004844,45.109375
ASL,walk,11.0,63.72727272727273,6.716207115368682,45.10743801652893
ASL,odor,5.0,63.6,6.711184694225008,45.040000000000006
ASL,smell,5.0,63.6,6.711184694225008,45.040000000000006
ASL,under,5.0,63.6,6.711184694225008,45.040000000000006
ASL,therapy,6.0,63.0,6.708203932499369,45.0
ASL,sad,8.0,66.75,6.703543838895961,44.9375
ASL,ago,9.0,63.11111111111112,6.690697429922044,44.76543209876544
ASL,north,7.0,64.14285714285714,6.685347975312909,44.69387755102041
ASL,military,3.0,69.0,6.683312551921141,44.66666666666666
ASL,wrench,3.0,67.0,6.683312551921141,44.66666666666666
ASL,fold,6.0,65.66666666666667,6.674994798166928,44.55555555555555
ASL,uncle,6.0,65.66666666666667,6.674994798166928,44.55555555555555
ASL,sound,7.0,65.28571428571429,6.670067159959286,44.48979591836734
ASL,college,7.0,66.14285714285714,6.663945022680343,44.40816326530612
ASL,pie,5.0,67.6,6.651315659326356,44.24
ASL,autumn,7.0,62.71428571428572,6.6486150161257696,44.20408163265307
ASL,linguistics,7.0,62.71428571428572,6.6486150161257696,44.204081632653065
ASL,release,5.0,65.8,6.645299090334459,44.15999999999999
ASL,coat,5.0,65.4,6.62117814289874,43.84
ASL,silly,10.0,64.8,6.615134163416491,43.760000000000005
ASL,onion,8.0,64.75,6.609652033201143,43.6875
ASL,tuesday,7.0,65.57142857142857,6.608590574983073,43.67346938775511
ASL,cooperate,3.0,64.66666666666667,6.599663291074444,43.55555555555557
ASL,knock,3.0,64.66666666666667,6.599663291074444,43.55555555555557
ASL,resist,3.0,64.66666666666667,6.599663291074444,43.55555555555557
ASL,whistle,3.0,64.66666666666667,6.599663291074444,43.55555555555557
VSL,bẻ ngô,3.0,91.66666666666669,6.599663291074444,43.55555555555557
VSL,ghen tị,3.0,69.33333333333333,6.599663291074444,43.55555555555557
VSL,lễ hội,3.0,92.33333333333331,6.599663291074444,43.55555555555557
VSL,phương tiện giao thông,3.0,95.33333333333331,6.599663291074444,43.55555555555557
VSL,quả roi,3.0,79.66666666666667,6.599663291074444,43.55555555555557
VSL,sắp xếp,3.0,73.33333333333333,6.599663291074444,43.55555555555557
VSL,sữa dê,3.0,81.66666666666667,6.599663291074444,43.55555555555557
VSL,tờ giấy,3.0,81.66666666666667,6.599663291074444,43.55555555555557
ASL,alone,9.0,62.333333333333336,6.599663291074443,43.55555555555556
ASL,beard,9.0,62.333333333333336,6.599663291074443,43.55555555555556
ASL,book,6.0,63.333333333333336,6.599663291074443,43.55555555555555
ASL,remember,7.0,62.85714285714285,6.599319692829198,43.55102040816326
ASL,stomach,7.0,62.85714285714285,6.599319692829198,43.55102040816325
ASL,complain,6.0,63.833333333333336,6.593346814950827,43.47222222222222
ASL,english,5.0,67.8,6.584831053261731,43.36
ASL,hurricane,5.0,67.8,6.584831053261731,43.36
ASL,asia,7.0,63.285714285714285,6.562105187346201,43.06122448979592
ASL,cop,8.0,62.75,6.552671211040578,42.9375
ASL,present,8.0,62.75,6.552671211040578,42.9375
ASL,sweater,6.0,64.33333333333333,6.548960901462833,42.88888888888889
VSL,trứng,3.0,72.66666666666667,6.548960901462833,42.88888888888889
ASL,calculate,7.0,64.57142857142857,6.54341856605645,42.81632653061224
ASL,taste,6.0,65.83333333333333,6.542595475463507,42.80555555555555
ASL,express,4.0,65.5,6.5383484153110105,42.75
ASL,overcome,5.0,65.0,6.511528238439882,42.4
ASL,weekend,9.0,63.11111111111112,6.505458297024199,42.32098765432099
VSL,cháu trai,2.0,88.5,6.5,42.25
VSL,tác động,2.0,83.5,6.5,42.25
ASL,advantage,4.0,63.75,6.49519052838329,42.1875
ASL,deliver,4.0,63.75,6.49519052838329,42.1875
ASL,finance,4.0,63.75,6.49519052838329,42.1875
ASL,me,4.0,63.75,6.49519052838329,42.1875
ASL,real,4.0,63.75,6.49519052838329,42.1875
ASL,skip,4.0,63.75,6.49519052838329,42.1875
ASL,girlfriend,5.0,68.2,6.49307323229917,42.16
ASL,snowman,5.0,77.8,6.49307323229917,42.16
ASL,miss,8.0,64.375,6.479535091347218,41.984375
ASL,chair,7.0,65.57142857142857,6.45549915868286,41.67346938775511
ASL,lettuce,7.0,64.71428571428571,6.452337023220694,41.63265306122448
ASL,background,5.0,63.2,6.4,40.96
ASL,principle,5.0,63.2,6.4,40.96
ASL,speed,5.0,65.2,6.4,40.96
VSL,chia đôi,3.0,86.0,6.377042156569663,40.66666666666666
VSL,chủ tịch,3.0,92.0,6.377042156569663,40.66666666666666
VSL,gián tiếp,3.0,68.0,6.377042156569663,40.66666666666666
VSL,trông chờ,3.0,95.0,6.377042156569663,40.66666666666666
VSL,trông nom,3.0,75.0,6.377042156569663,40.66666666666666
VSL,tô màu,3.0,87.0,6.377042156569663,40.66666666666666
ASL,giraffe,7.0,64.57142857142857,6.366365701473484,40.53061224489796
ASL,joy,5.0,66.2,6.337191807101944,40.16
ASL,early,6.0,62.833333333333336,6.335525936249405,40.13888888888889
ASL,rat,6.0,62.833333333333336,6.335525936249405,40.13888888888889
ASL,winter,6.0,62.833333333333336,6.335525936249405,40.13888888888889
ASL,really,7.0,64.85714285714286,6.334228364970103,40.12244897959183
ASL,find,8.0,63.375,6.323319934970869,39.984375
ASL,potato,8.0,64.75,6.319612329882269,39.9375
ASL,key,6.0,66.83333333333333,6.309164410249233,39.80555555555555
ASL,today,9.0,64.66666666666667,6.306962642808166,39.77777777777777
ASL,engine,5.0,69.8,6.305553108173779,39.760000000000005
ASL,teach,7.0,63.42857142857143,6.298687910013887,39.6734693877551
ASL,underwear,8.0,63.625,6.283659363778403,39.484375
ASL,squeeze,4.0,64.25,6.2599920127744575,39.1875
ASL,sell,7.0,62.71428571428572,6.249897958350673,39.06122448979592
