dataset,label,num_samples,mean_frames,std_frames,min_frames,max_frames,sequence_length_variance
ASL,o,4,61.75,3.031088913245535,60.0,67.0,9.1875
ASL,objective,4,64.0,5.338539126015656,60.0,73.0,28.5
ASL,obsess,7,69.14285714285714,9.553287712743137,60.0,82.0,91.26530612244899
ASL,obtain,5,67.4,7.28285658241325,60.0,77.0,53.040000000000006
ASL,occur,3,65.33333333333333,6.847546194724712,60.0,75.0,46.88888888888889
ASL,ocean,5,89.2,19.933890739140715,60.0,117.0,397.36
ASL,october,5,72.2,18.594622878671135,60.0,108.0,345.76000000000005
ASL,octopus,5,76.4,14.22111106770494,60.0,96.0,202.23999999999998
ASL,odd,4,70.0,15.0996688705415,60.0,96.0,228.0
ASL,odor,5,63.6,6.7111846942250075,60.0,77.0,45.040000000000006
ASL,off,7,64.42857142857143,5.525451315946776,60.0,75.0,30.53061224489796
ASL,offer,6,61.166666666666664,2.608745973749755,60.0,67.0,6.805555555555556
ASL,office,9,64.22222222222223,9.715712106088523,60.0,91.0,94.39506172839508
ASL,often,6,63.833333333333336,5.785518319236594,60.0,75.0,33.47222222222222
ASL,ok,7,60.0,0.0,60.0,60.0,0.0
ASL,old,7,63.57142857142857,7.9616427389101565,60.0,83.0,63.38775510204082
ASL,olympics,3,67.33333333333333,2.6246692913372702,65.0,71.0,6.888888888888888
ASL,on,5,61.2,1.9390719429665317,60.0,65.0,3.7600000000000007
ASL,once,5,68.6,9.991996797437437,60.0,84.0,99.84
ASL,one,8,60.875,2.315032397181517,60.0,67.0,5.359375
ASL,onion,8,64.75,6.609652033201143,60.0,76.0,43.6875
ASL,only,6,64.33333333333333,6.236095644623236,60.0,75.0,38.88888888888889
ASL,open,7,64.85714285714286,9.356870225035896,60.0,87.0,87.5510204081633
ASL,operate,6,68.5,11.280514172678478,60.0,93.0,127.25
ASL,opinion,7,68.42857142857143,13.64715713836342,60.0,95.0,186.24489795918365
ASL,opposite,5,71.4,17.059894489708896,60.0,104.0,291.0399999999999
ASL,or,3,63.333333333333336,4.027681991198191,60.0,69.0,16.222222222222225
ASL,oral,4,61.75,2.48746859276655,60.0,66.0,6.1875
ASL,orange,10,66.6,10.413452837555852,60.0,87.0,108.44000000000001
ASL,order,10,66.4,9.840731680114036,60.0,84.0,96.84
ASL,organize,5,64.8,9.6,60.0,84.0,92.16
ASL,other,5,72.4,11.842297074469968,60.0,89.0,140.23999999999998
ASL,our,4,67.5,11.324751652906125,60.0,87.0,128.25
ASL,out,5,60.6,1.2000000000000002,60.0,63.0,1.4400000000000004
ASL,outside,9,63.333333333333336,9.079892314584155,60.0,89.0,82.44444444444441
ASL,over,6,69.83333333333333,14.746939418815765,60.0,98.0,217.47222222222226
ASL,overcome,5,65.0,6.511528238439882,60.0,76.0,42.4
ASL,overlook,5,61.8,3.6,60.0,69.0,12.959999999999999
ASL,overwhelm,8,66.25,9.76921184128996,60.0,88.0,95.4375
ASL,owe,5,65.6,4.079215610874228,60.0,72.0,16.64
ASL,owl,5,65.4,7.525955088890712,60.0,80.0,56.64000000000001
ASL,p,4,63.0,3.6742346141747673,60.0,69.0,13.5
ASL,pack,5,65.0,5.215361924162119,60.0,74.0,27.2
ASL,page,5,66.0,8.648699324175862,60.0,83.0,74.8
ASL,pain,5,65.8,11.106754701531857,60.0,88.0,123.36000000000001
ASL,paint,7,65.71428571428571,10.23599092438449,60.0,89.0,104.77551020408164
ASL,painter,5,78.4,10.170545708072897,68.0,97.0,103.44000000000001
ASL,pants,8,69.0,12.519984025548915,60.0,95.0,156.75
ASL,paper,8,63.0,7.566372975210778,60.0,83.0,57.25
ASL,parachute,4,78.75,16.723860200324566,60.0,105.0,279.6875
ASL,parade,6,73.33333333333333,15.616942366829969,60.0,106.0,243.88888888888883
ASL,paragraph,5,69.0,12.263767773404714,60.0,91.0,150.4
ASL,parallel,5,65.0,8.148619514985345,60.0,81.0,66.4
ASL,parents,3,66.66666666666667,5.312459150169742,60.0,73.0,28.222222222222218
ASL,part,4,66.25,9.705024471890836,60.0,83.0,94.1875
ASL,party,9,66.55555555555556,10.089720964219103,60.0,87.0,101.80246913580247
ASL,pass,7,67.28571428571429,10.123724409443756,60.0,88.0,102.48979591836735
ASL,past,9,68.33333333333333,11.907047399661167,60.0,88.0,141.77777777777777
ASL,path,6,76.16666666666667,21.294887231967728,60.0,116.0,453.47222222222223
ASL,patient,7,65.57142857142857,10.741869255489979,60.0,91.0,115.38775510204083
ASL,pause,5,67.0,7.37563556583431,60.0,80.0,54.4
ASL,pay,7,60.714285714285715,1.749635530559413,60.0,65.0,3.061224489795918
ASL,pay attention,4,68.25,9.443913383762052,60.0,83.0,89.1875
ASL,peace,4,72.5,10.307764064044152,60.0,85.0,106.25
ASL,peaceful,7,68.57142857142857,11.769902813740561,60.0,87.0,138.53061224489798
ASL,peach,6,66.16666666666667,8.952032667997189,60.0,82.0,80.13888888888889
ASL,peanut butter,5,76.8,20.23264688566476,60.0,104.0,409.35999999999996
ASL,pear,3,62.0,2.8284271247461903,60.0,66.0,8.0
ASL,peel,4,73.25,14.549484526951462,60.0,95.0,211.6875
ASL,penalty,4,69.25,7.39509972887452,60.0,77.0,54.6875
ASL,pencil,5,68.2,11.106754701531855,60.0,88.0,123.35999999999999
ASL,pennsylvania,5,62.2,4.4,60.0,71.0,19.360000000000007
ASL,penny,3,60.666666666666664,0.9428090415820634,60.0,62.0,0.888888888888889
ASL,people,6,67.16666666666667,7.1278015934477,60.0,82.0,50.805555555555564
ASL,pepper,7,66.85714285714286,9.417742699342577,60.0,87.0,88.6938775510204
ASL,percent,4,62.5,4.330127018922194,60.0,70.0,18.75
ASL,perfect,7,61.0,2.449489742783178,60.0,67.0,6.0
ASL,perfume,5,64.0,8.0,60.0,80.0,64.0
ASL,period,5,62.4,3.878143885933063,60.0,70.0,15.039999999999997
ASL,permit,4,63.5,6.06217782649107,60.0,74.0,36.75
ASL,person,7,60.0,0.0,60.0,60.0,0.0
ASL,personality,4,64.5,7.794228634059948,60.0,78.0,60.75
ASL,perspective,10,67.0,13.971399357258385,60.0,105.0,195.2
ASL,pet,5,61.8,2.2271057451320084,60.0,65.0,4.959999999999999
ASL,philadelphia,4,61.0,1.7320508075688772,60.0,64.0,3.0
ASL,philosophy,6,62.0,4.47213595499958,60.0,72.0,20.0
ASL,phone,5,62.8,2.9933259094191533,60.0,68.0,8.96
ASL,photographer,5,69.6,8.73155198117723,60.0,83.0,76.24000000000001
ASL,phrase,6,72.66666666666667,10.450943604393922,60.0,85.0,109.22222222222223
ASL,physician,6,67.66666666666667,5.676462121975467,60.0,75.0,32.22222222222222
ASL,physics,6,70.33333333333333,10.418999738725189,60.0,82.0,108.55555555555556
ASL,piano,5,70.6,7.914543574963752,60.0,81.0,62.64000000000001
ASL,pick,5,60.0,0.0,60.0,60.0,0.0
ASL,pickle,4,60.0,0.0,60.0,60.0,0.0
ASL,picture,6,67.16666666666667,8.914719413544221,60.0,84.0,79.47222222222223
ASL,pie,5,67.6,6.651315659326356,60.0,77.0,44.239999999999995
ASL,piece,4,65.0,8.093207028119323,60.0,79.0,65.5
ASL,pig,7,64.28571428571429,10.497813183356477,60.0,90.0,110.20408163265306
ASL,pillow,7,67.71428571428571,9.23834069384271,60.0,83.0,85.3469387755102
ASL,pilot,4,71.5,9.759610647971568,60.0,87.0,95.25
ASL,pink,9,64.0,10.624918300339484,60.0,94.0,112.88888888888889
ASL,pity,5,72.8,12.188519188154071,62.0,94.0,148.56
ASL,pizza,12,65.25,8.337915406942752,60.0,84.0,69.52083333333333
ASL,place,5,68.0,13.206059215375342,60.0,94.0,174.4
ASL,plan,7,67.14285714285714,11.306490821376789,60.0,86.0,127.83673469387756
ASL,plant,5,88.6,40.5640234690791,60.0,168.0,1645.44
ASL,plate,5,63.2,3.429285639896449,60.0,69.0,11.759999999999998
ASL,play,11,71.45454545454545,14.342331726007558,60.0,101.0,205.70247933884295
ASL,player,4,67.0,12.12435565298214,60.0,88.0,147.0
ASL,please,7,71.0,8.831760866327848,60.0,86.0,78.0
ASL,plenty,5,70.4,15.16047492659778,60.0,99.0,229.84
ASL,plus,7,64.85714285714286,7.259054866235714,60.0,79.0,52.69387755102041
ASL,pneumonia,5,61.6,3.1999999999999997,60.0,68.0,10.239999999999998
ASL,pocket,6,62.333333333333336,3.3499585403736303,60.0,68.0,11.222222222222223
ASL,point,9,63.888888888888886,6.081747637068449,60.0,77.0,36.98765432098766
ASL,polar bear,5,91.6,18.051038751274124,60.0,112.0,325.84000000000003
ASL,police,8,61.375,3.637908052713812,60.0,71.0,13.234375
ASL,policeman,5,69.0,10.788883167408942,60.0,89.0,116.4
ASL,policy,6,67.0,14.352700094407323,60.0,99.0,206.0
ASL,polite,6,68.0,17.88854381999832,60.0,108.0,320.0
ASL,politics,6,67.16666666666667,13.01814972345234,60.0,96.0,169.47222222222223
ASL,poop,5,63.0,2.280350850198276,60.0,66.0,5.2
ASL,poor,6,66.66666666666667,14.9071198499986,60.0,100.0,222.22222222222226
ASL,popcorn,4,62.0,1.4142135623730951,60.0,64.0,2.0
ASL,popular,6,69.33333333333333,15.184055965240498,60.0,101.0,230.55555555555557
ASL,position,4,79.0,19.710403344427025,60.0,111.0,388.5
ASL,positive,5,76.4,21.932624102008404,60.0,118.0,481.03999999999996
ASL,possible,8,62.875,7.606535019310698,60.0,83.0,57.859375
ASL,post,2,76.5,16.5,60.0,93.0,272.25
ASL,postpone,8,68.625,15.041089554949137,60.0,98.0,226.234375
ASL,potato,8,64.75,6.319612329882269,60.0,76.0,39.9375
ASL,potential,5,64.6,9.200000000000001,60.0,83.0,84.64000000000001
ASL,pound,6,67.5,5.852349955359813,60.0,75.0,34.25
ASL,pour,5,63.4,6.8,60.0,77.0,46.239999999999995
ASL,poverty,4,66.25,10.825317547305483,60.0,85.0,117.1875
ASL,power,7,63.714285714285715,9.09810475890895,60.0,86.0,82.77551020408166
ASL,practice,9,67.44444444444444,12.311793001572934,60.0,97.0,151.58024691358025
ASL,praise,5,64.4,5.238320341483518,60.0,73.0,27.439999999999998
ASL,pray,6,68.33333333333333,7.630348761506398,60.0,78.0,58.22222222222223
ASL,preach,5,62.8,5.6,60.0,74.0,31.359999999999996
ASL,preacher,3,75.66666666666667,15.627610892974724,60.0,97.0,244.22222222222226
ASL,precious,5,64.0,8.0,60.0,80.0,64.0
ASL,precipitation,6,80.5,17.68002639515375,60.0,108.0,312.5833333333333
ASL,precise,4,75.75,21.405314760591587,60.0,112.0,458.1875
ASL,predict,6,73.33333333333333,14.53348623772776,60.0,100.0,211.2222222222222
ASL,prefer,3,69.33333333333333,13.199326582148888,60.0,88.0,174.22222222222226
ASL,pregnant,5,70.2,9.867117106835208,60.0,83.0,97.36
ASL,prepare,7,69.14285714285714,9.310954706743042,60.0,84.0,86.6938775510204
ASL,preschool,3,68.66666666666667,6.18241233033047,60.0,74.0,38.22222222222223
ASL,present,8,62.75,6.552671211040578,60.0,80.0,42.9375
ASL,presentation,8,68.875,15.948648061826432,60.0,104.0,254.359375
ASL,president,9,70.11111111111111,12.305775016854165,60.0,91.0,151.4320987654321
ASL,pressure,5,69.6,12.799999999999999,60.0,92.0,163.83999999999997
ASL,pretty,5,66.2,8.634813257969162,60.0,82.0,74.56
ASL,prevent,5,69.0,8.579044235810887,60.0,84.0,73.6
ASL,price,6,62.5,5.5901699437494745,60.0,75.0,31.25
ASL,pride,5,68.4,11.568923891183656,60.0,90.0,133.84
ASL,priest,5,61.0,2.0,60.0,65.0,4.0
ASL,prince,3,77.0,24.041630560342615,60.0,111.0,578.0
ASL,princess,3,84.0,27.17842281418601,60.0,122.0,738.6666666666666
ASL,principal,5,64.2,8.4,60.0,81.0,70.56000000000002
ASL,principle,5,63.2,6.3999999999999995,60.0,76.0,40.959999999999994
ASL,print,6,61.0,2.23606797749979,60.0,66.0,5.0
ASL,printer,6,70.66666666666667,11.513277359447029,60.0,93.0,132.55555555555554
ASL,priority,4,67.25,12.55736835487436,60.0,89.0,157.6875
ASL,prison,6,64.16666666666667,9.316949906249123,60.0,85.0,86.80555555555556
ASL,private,7,64.71428571428571,9.661621953663381,60.0,88.0,93.34693877551021
ASL,problem,9,68.66666666666667,12.445436468396313,60.0,92.0,154.88888888888889
ASL,process,4,73.25,10.80219885023415,60.0,90.0,116.6875
ASL,procrastinate,7,70.0,11.575836902790225,60.0,85.0,134.0
ASL,professional,7,61.857142857142854,4.549052379454473,60.0,73.0,20.693877551020403
ASL,professor,5,70.0,12.345039489608771,60.0,90.0,152.4
ASL,profit,4,70.75,11.211043662389331,60.0,86.0,125.6875
ASL,program,6,67.66666666666667,17.143187827498387,60.0,106.0,293.88888888888886
ASL,progress,4,65.75,5.84700778176325,60.0,73.0,34.1875
ASL,project,7,70.85714285714286,11.494452965652252,60.0,90.0,132.12244897959184
ASL,promise,5,64.8,9.6,60.0,84.0,92.16
ASL,promote,4,70.5,10.712142642814275,60.0,84.0,114.75
ASL,proof,6,62.833333333333336,4.099457958749614,60.0,70.0,16.805555555555554
ASL,propaganda,2,60.5,0.5,60.0,61.0,0.25
ASL,proper,4,79.5,17.811513130556875,60.0,105.0,317.25
ASL,prostitute,4,65.75,9.959292143521045,60.0,83.0,99.1875
ASL,protect,6,62.5,4.0722639076235385,60.0,71.0,16.583333333333332
ASL,proud,5,64.4,8.309031231136396,60.0,81.0,69.04000000000002
ASL,prove,5,68.6,10.650821564555478,60.0,84.0,113.44000000000001
ASL,provide,6,73.5,15.766525721709693,60.0,100.0,248.58333333333334
ASL,psychologist,3,70.33333333333333,7.586537784494029,60.0,78.0,57.555555555555564
ASL,psychology,6,66.0,8.660254037844387,60.0,81.0,75.0
ASL,public,5,66.0,12.0,60.0,90.0,144.0
ASL,publish,6,74.83333333333333,15.962629969887654,60.0,97.0,254.80555555555554
ASL,pull,9,71.0,14.575474072716965,60.0,98.0,212.44444444444446
ASL,pumpkin,5,76.2,17.904189453868053,60.0,109.0,320.56000000000006
ASL,punish,6,67.16666666666667,7.492588930996341,60.0,77.0,56.13888888888889
ASL,purchase,4,69.0,7.176350047203662,60.0,80.0,51.5
ASL,pure,4,70.75,11.986972094736853,60.0,89.0,143.6875
ASL,purple,8,63.0,5.894913061275798,60.0,78.0,34.75
ASL,purpose,6,75.83333333333333,16.149475395676344,60.0,104.0,260.8055555555556
ASL,pursue,4,65.75,5.448623679425842,60.0,73.0,29.6875
ASL,push,6,65.16666666666667,8.214147686901073,60.0,82.0,67.47222222222224
ASL,put,6,62.166666666666664,2.1921577396609844,60.0,65.0,4.805555555555556
ASL,put off,5,71.8,12.796874618437112,60.0,91.0,163.76
ASL,puzzled,6,60.0,0.0,60.0,60.0,0.0
ASL,q,4,65.75,8.842369591913696,60.0,81.0,78.1875
ASL,quality,5,74.6,12.026637102698327,60.0,87.0,144.64000000000001
ASL,quarrel,4,67.75,13.423393758658799,60.0,91.0,180.1875
ASL,quarter,5,70.2,13.6,60.0,94.0,184.96
ASL,queen,6,61.333333333333336,2.98142396999972,60.0,68.0,8.888888888888891
ASL,question,5,64.2,8.4,60.0,81.0,70.56000000000002
ASL,quick,7,60.0,0.0,60.0,60.0,0.0
ASL,quiet,7,67.28571428571429,12.486727647664091,60.0,97.0,155.9183673469388
ASL,quit,7,68.28571428571429,12.33710183279092,60.0,91.0,152.20408163265304
ASL,quote,6,66.33333333333333,14.161763857498668,60.0,98.0,200.55555555555557
ASL,r,4,66.75,8.584142356694699,60.0,81.0,73.6875
ASL,rabbit,8,69.0,10.897247358851684,60.0,84.0,118.75
ASL,raccoon,7,63.0,5.31843156256751,60.0,75.0,28.285714285714285
ASL,race,6,65.5,10.161200716450788,60.0,88.0,103.25
ASL,radio,6,65.0,9.504384952922168,60.0,86.0,90.33333333333333
ASL,rage,4,65.25,7.980444849756184,60.0,79.0,63.6875
ASL,rain,7,65.0,6.740072064048828,60.0,78.0,45.42857142857143
ASL,rainbow,5,71.4,15.435025105259788,60.0,101.0,238.23999999999995
ASL,rake,5,65.6,8.522910301065007,60.0,82.0,72.64000000000001
ASL,rat,6,62.833333333333336,6.335525936249405,60.0,77.0,40.13888888888889
ASL,rather,4,69.0,10.27131929208707,60.0,85.0,105.5
ASL,read,6,67.0,7.958224257542215,60.0,81.0,63.333333333333336
ASL,ready,10,61.9,5.048762224545736,60.0,77.0,25.490000000000002
ASL,real,4,63.75,6.49519052838329,60.0,75.0,42.1875
ASL,realize,4,66.25,8.671072598012312,60.0,81.0,75.1875
ASL,really,7,64.85714285714286,6.334228364970103,60.0,77.0,40.12244897959183
ASL,reason,7,68.42857142857143,13.854933549947807,60.0,100.0,191.95918367346937
ASL,receive,5,63.6,5.4258639865002145,60.0,74.0,29.439999999999998
ASL,recent,7,69.85714285714286,13.548100250889913,60.0,95.0,183.5510204081633
ASL,recliner,4,89.5,28.96118091514916,60.0,134.0,838.75
ASL,recognize,5,71.6,14.263239463740346,60.0,91.0,203.44
ASL,recommend,4,66.25,6.722164829874376,60.0,76.0,45.1875
ASL,recover,6,73.66666666666667,14.794894014114764,60.0,102.0,218.88888888888889
ASL,red,7,61.57142857142857,3.8491981672307083,60.0,71.0,14.816326530612244
ASL,reduce,5,67.0,9.033271832508971,60.0,82.0,81.6
ASL,refer,5,60.2,0.4,60.0,61.0,0.16
ASL,referee,5,60.0,0.0,60.0,60.0,0.0
ASL,refuse,6,62.333333333333336,5.21749194749951,60.0,74.0,27.222222222222225
ASL,regular,4,79.0,19.0,60.0,98.0,361.0
ASL,rehearse,7,69.28571428571429,13.12265528133133,60.0,97.0,172.20408163265304
ASL,reject,5,64.0,8.0,60.0,80.0,64.0
ASL,relate,5,70.6,14.880860190190619,60.0,99.0,221.44
ASL,relationship,5,75.6,21.923503369671554,60.0,116.0,480.64
ASL,relax,4,70.75,13.91716565971678,60.0,94.0,193.6875
ASL,release,5,65.8,6.645299090334459,60.0,78.0,44.15999999999999
ASL,relief,6,63.333333333333336,7.4535599249993,60.0,80.0,55.555555555555564
ASL,religion,7,63.57142857142857,8.748177652797064,60.0,85.0,76.53061224489795
ASL,rely,5,67.6,8.5463442476886,60.0,83.0,73.04
ASL,remember,7,62.857142857142854,6.599319692829198,60.0,79.0,43.55102040816326
ASL,remote control,5,62.0,4.0,60.0,70.0,16.0
ASL,remove,7,71.0,16.133372687870143,60.0,103.0,260.2857142857143
ASL,rent,5,71.4,14.74584687293341,60.0,96.0,217.44
ASL,repeat,5,65.4,6.248199740725323,60.0,76.0,39.04
ASL,replace,5,71.8,12.905812643921342,60.0,88.0,166.56
ASL,reply,4,70.5,13.162446581088183,60.0,93.0,173.25
ASL,report,3,60.0,0.0,60.0,60.0,0.0
ASL,represent,7,77.28571428571429,33.771138504918184,60.0,159.0,1140.4897959183675
ASL,reputation,5,68.6,9.707728879609277,60.0,84.0,94.24000000000001
ASL,request,4,67.25,8.98262211161084,60.0,82.0,80.6875
ASL,require,6,61.333333333333336,1.7950549357115013,60.0,65.0,3.222222222222222
ASL,rescue,4,65.75,9.959292143521045,60.0,83.0,99.1875
ASL,research,7,78.85714285714286,30.418173944575454,60.0,146.0,925.2653061224489
ASL,resign,5,66.0,4.9396356140913875,60.0,71.0,24.4
ASL,resist,3,64.66666666666667,6.599663291074444,60.0,74.0,43.555555555555564
ASL,respect,7,63.857142857142854,6.243363823832045,60.0,76.0,38.97959183673469
ASL,responsibility,6,62.333333333333336,4.784233364802441,60.0,73.0,22.888888888888886
ASL,responsible,4,64.25,5.165994579942956,60.0,73.0,26.6875
ASL,rest,6,68.0,12.096831541082704,60.0,94.0,146.33333333333334
ASL,restaurant,7,63.142857142857146,5.138887356744272,60.0,75.0,26.408163265306126
ASL,restroom,3,70.33333333333333,14.613540144521982,60.0,91.0,213.55555555555557
ASL,result,7,62.142857142857146,3.870347766898304,60.0,71.0,14.97959183673469
ASL,retire,7,61.57142857142857,2.821202522590214,60.0,68.0,7.959183673469387
ASL,retreat,4,63.25,5.629165124598851,60.0,73.0,31.6875
ASL,reveal,5,60.6,1.2000000000000002,60.0,63.0,1.4400000000000004
ASL,revenge,6,67.66666666666667,8.9566858950296,60.0,83.0,80.22222222222221
ASL,review,7,61.857142857142854,3.2261685116103473,60.0,69.0,10.408163265306124
ASL,rich,6,64.5,5.766281297335398,60.0,76.0,33.25
ASL,ride,8,62.0,3.640054944640259,60.0,71.0,13.25
ASL,ridiculous,4,63.25,5.629165124598851,60.0,73.0,31.6875
ASL,right,9,60.666666666666664,1.0540925533894596,60.0,63.0,1.111111111111111
ASL,ring,5,70.2,7.413501197140255,60.0,80.0,54.96
ASL,rise,7,62.285714285714285,3.65334624358412,60.0,69.0,13.346938775510202
ASL,river,5,71.0,15.620499351813308,60.0,100.0,244.0
ASL,road,4,64.0,4.06201920231798,60.0,69.0,16.5
ASL,roar,4,82.75,27.67105888830422,60.0,130.0,765.6875
ASL,rob,8,62.625,4.715334028465004,60.0,73.0,22.234375
ASL,robber,5,62.4,3.1999999999999997,60.0,68.0,10.239999999999998
ASL,robot,4,63.25,3.2691742076555053,60.0,67.0,10.6875
ASL,rock,6,63.166666666666664,4.9805175991613115,60.0,74.0,24.805555555555557
ASL,role,5,72.2,15.445387661046258,60.0,102.0,238.56
ASL,roof,4,60.0,0.0,60.0,60.0,0.0
ASL,room,11,63.63636363636363,5.381326758890452,60.0,74.0,28.95867768595042
ASL,roommate,5,63.6,4.8,60.0,72.0,23.04
ASL,rooster,5,61.4,2.8,60.0,67.0,7.839999999999999
ASL,rope,4,65.5,4.8218253804964775,60.0,73.0,23.25
ASL,rose,5,65.0,9.50789145920377,60.0,84.0,90.4
ASL,rough,7,64.85714285714286,7.079720967636495,60.0,76.0,50.12244897959183
ASL,rubber,5,65.0,7.042726744663604,60.0,78.0,49.6
ASL,rude,6,67.83333333333333,10.652334120849863,60.0,88.0,113.47222222222224
ASL,ruin,4,64.0,6.928203230275509,60.0,76.0,48.0
ASL,rule,6,62.666666666666664,5.962847939999438,60.0,76.0,35.55555555555555
ASL,run,7,64.14285714285714,4.356557337707688,60.0,74.0,18.979591836734695
ASL,rush,5,61.0,2.0,60.0,65.0,4.0
ASL,russia,8,60.375,0.9921567416492215,60.0,63.0,0.984375
ASL,s,4,66.0,6.0,60.0,72.0,36.0
ASL,sad,8,66.75,6.703543838895961,60.0,82.0,44.9375
ASL,safe,5,64.6,4.2708313008125245,60.0,70.0,18.240000000000002
ASL,salad,6,66.16666666666667,5.398044913567215,60.0,73.0,29.138888888888886
ASL,salary,5,68.2,14.441606558828557,60.0,97.0,208.56
ASL,salt,8,66.0,8.573214099741124,60.0,87.0,73.5
ASL,salute,4,65.75,4.14578098794425,60.0,71.0,17.1875
ASL,same,9,63.22222222222222,7.5096645549848,60.0,84.0,56.39506172839506
ASL,sandwich,10,64.0,8.19756061276768,60.0,84.0,67.2
ASL,satisfy,5,71.4,14.38888459888396,60.0,94.0,207.04000000000002
ASL,saturday,7,66.42857142857143,6.986868148935705,60.0,80.0,48.816326530612244
ASL,sauce,4,78.75,24.221632892932714,60.0,120.0,586.6875
ASL,sausage,4,67.0,10.464224768228174,60.0,85.0,109.5
ASL,save,8,65.125,9.279513726483732,60.0,87.0,86.109375
ASL,saw,3,64.0,4.96655480858378,60.0,71.0,24.666666666666668
ASL,say,6,64.0,5.656854249492381,60.0,72.0,32.0
ASL,scan,3,73.33333333333333,11.025223605694151,60.0,87.0,121.55555555555556
ASL,scared,8,63.5,4.55521678957215,60.0,70.0,20.75
ASL,schedule,5,75.6,20.943734146517425,60.0,116.0,438.64000000000004
ASL,school,9,65.11111111111111,8.451751224771828,60.0,83.0,71.4320987654321
ASL,science,7,80.71428571428571,11.559959042367948,60.0,101.0,133.6326530612245
ASL,scientist,5,90.2,16.191355718407276,67.0,117.0,262.16
ASL,scissors,8,66.375,8.425222548989433,60.0,80.0,70.984375
ASL,scold,4,61.5,2.598076211353316,60.0,66.0,6.75
ASL,score,11,65.45454545454545,8.083244582171606,60.0,81.0,65.33884297520662
ASL,scotland,6,67.83333333333333,13.259168735465868,60.0,97.0,175.80555555555557
ASL,scream,3,62.333333333333336,3.299831645537222,60.0,67.0,10.888888888888891
ASL,screwdriver,6,77.66666666666667,16.275407487644937,60.0,103.0,264.8888888888889
ASL,sculpture,6,65.66666666666667,10.593499054713803,60.0,89.0,112.22222222222224
ASL,sea,5,78.2,21.7476435505091,60.0,114.0,472.96000000000004
ASL,search,5,70.0,11.331372379372237,60.0,91.0,128.4
ASL,second,6,60.0,0.0,60.0,60.0,0.0
ASL,secret,8,66.375,11.179641094418013,60.0,89.0,124.984375
ASL,secretary,10,66.4,13.283071933856265,60.0,105.0,176.44
ASL,see,5,66.2,9.682974749528164,60.0,85.0,93.76000000000002
ASL,seem,6,60.166666666666664,0.372677996249965,60.0,61.0,0.13888888888888892
ASL,seldom,3,90.66666666666667,4.0276819911981905,85.0,94.0,16.22222222222222
ASL,selfish,5,65.0,6.752777206453653,60.0,77.0,45.6
ASL,sell,7,62.714285714285715,6.249897958350673,60.0,78.0,39.06122448979592
ASL,senate,6,63.5,7.826237921249264,60.0,81.0,61.25
ASL,send,5,69.2,8.328265125462805,60.0,80.0,69.36
ASL,senior,6,71.5,14.115594213493104,60.0,99.0,199.25
ASL,sensitive,5,60.6,1.2000000000000002,60.0,63.0,1.4400000000000004
ASL,sentence,7,63.857142857142854,8.659075691823851,60.0,85.0,74.9795918367347
ASL,separate,6,72.5,14.16274455511125,60.0,98.0,200.58333333333334
ASL,september,5,74.6,16.181470884935027,61.0,106.0,261.84000000000003
ASL,sequence,5,73.8,12.006664815842909,60.0,90.0,144.16000000000003
ASL,serious,6,66.83333333333333,10.172129679778086,60.0,86.0,103.47222222222221
ASL,serve,5,66.6,8.138795979750322,60.0,78.0,66.24
ASL,service,7,67.57142857142857,10.307516575741397,60.0,88.0,106.24489795918366
ASL,settle,4,62.0,3.4641016151377544,60.0,68.0,12.0
ASL,seven,6,60.0,0.0,60.0,60.0,0.0
ASL,several,4,65.0,7.035623639735144,60.0,77.0,49.5
ASL,sew,4,74.0,9.486832980505138,60.0,86.0,90.0
ASL,shame,5,63.0,5.059644256269407,60.0,73.0,25.6
ASL,shampoo,5,71.6,9.830564581955606,60.0,84.0,96.64
ASL,shape,7,68.57142857142857,9.409070742900065,60.0,87.0,88.53061224489797
ASL,share,7,67.57142857142857,16.96936014331328,60.0,109.0,287.95918367346934
ASL,shave,4,63.25,4.085033659592048,60.0,70.0,16.6875
ASL,she,6,69.33333333333333,9.775252199076787,60.0,84.0,95.55555555555556
ASL,sheep,5,75.4,16.243152403397563,60.0,104.0,263.84
ASL,shelf,5,69.0,8.508818954473059,60.0,81.0,72.4
ASL,shine,8,64.25,8.37779804005802,60.0,85.0,70.1875
ASL,shirt,12,71.66666666666667,11.16044602852214,60.0,91.0,124.55555555555559
ASL,shock,9,64.22222222222223,6.956655929999346,60.0,78.0,48.39506172839506
ASL,shoes,6,65.66666666666667,8.73053390247253,60.0,83.0,76.22222222222221
ASL,shoot,5,61.2,1.5999999999999999,60.0,64.0,2.5599999999999996
ASL,shop,6,71.0,13.564659966250536,60.0,94.0,184.0
ASL,shopping,3,72.66666666666667,9.46337971105226,62.0,85.0,89.55555555555556
ASL,short,13,65.07692307692308,7.205356324520919,60.0,80.0,51.917159763313606
ASL,should,6,65.83333333333333,8.839620404117412,60.0,83.0,78.13888888888889
ASL,shoulder,4,60.0,0.0,60.0,60.0,0.0
ASL,shout,3,68.66666666666667,7.845734863959881,60.0,79.0,61.555555555555564
ASL,shovel,3,66.0,8.48528137423857,60.0,78.0,72.0
ASL,show,9,62.333333333333336,4.055175020198813,60.0,72.0,16.444444444444443
ASL,shower,5,64.0,3.40587727318528,60.0,68.0,11.6
