dataset,gloss,video,path,left_valid_ratio,right_valid_ratio,left_motion_magnitude,right_motion_magnitude,left_trajectory_length,right_trajectory_length,left_motion_std,right_motion_std,activity_type
VSL,ẩm ướt,W00050.npz,dataset\VSL\ẩm ướt\W00050.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
VSL,ế ẩm,W01358.npz,dataset\VSL\ế ẩm\W01358.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
VSL,ốc vít,W02564.npz,dataset\VSL\ốc vít\W02564.npz,0.8789473684210526,0.8789473684210526,0.0063190157525241375,0.009418485686182976,1.0489566326141357,1.5634686946868896,0.009725293144583702,0.011332472786307335,two_hand
VSL,ốm đau,W02567.npz,dataset\VSL\ốm đau\W02567.npz,1.0,1.0,0.007988096214830875,0.01402597688138485,0.8147858381271362,1.4306496381759644,0.010978968814015388,0.015729829668998718,two_hand
VSL,ống nghe,W02577.npz,dataset\VSL\ống nghe\W02577.npz,1.0,1.0,0.004195785149931908,0.007695822976529598,0.5076900124549866,0.9311946034431458,0.00702348817139864,0.009193291887640953,two_hand
VSL,ống nhòm,W02578.npz,dataset\VSL\ống nhòm\W02578.npz,1.0,1.0,0.007166788447648287,0.012161707505583763,1.4691916704177856,2.493149995803833,0.007486180867999792,0.01042836531996727,two_hand
VSL,ống nước,W02579.npz,dataset\VSL\ống nước\W02579.npz,1.0,1.0,0.006882750894874334,0.009906277991831303,0.6951578259468079,1.0005340576171875,0.01009298861026764,0.013374016620218754,two_hand
VSL,ổn định,W02571.npz,dataset\VSL\ổn định\W02571.npz,1.0,1.0,0.0050649442709982395,0.007527127396315336,0.552078902721405,0.820456862449646,0.008749905973672867,0.008739583194255829,two_hand
VSL,ở ngoài,W02580B.npz,dataset\VSL\ở ngoài\W02580B.npz,0.7466666666666667,0.7466666666666667,0.009250643663108349,0.01250807661563158,0.5087854266166687,0.687944233417511,0.020770380273461342,0.026737242937088013,two_hand
VSL,ở ngoài,W02580N.npz,dataset\VSL\ở ngoài\W02580N.npz,0.947136563876652,0.947136563876652,0.007194819860160351,0.012222958728671074,1.53969144821167,2.615713119506836,0.011394012719392776,0.01837213709950447,two_hand
VSL,ở ngoài,W02580T.npz,dataset\VSL\ở ngoài\W02580T.npz,0.9473684210526315,0.9473684210526315,0.007423875387758017,0.01129922829568386,1.5961332321166992,2.4293341636657715,0.008369321934878826,0.011686291545629501,two_hand
VSL,ở trong,W02581.npz,dataset\VSL\ở trong\W02581.npz,1.0,1.0,0.006186673417687416,0.011307302862405777,0.5444272756576538,0.995042622089386,0.01637621410191059,0.024005845189094543,two_hand
VSL,ủng,W03741.npz,dataset\VSL\ủng\W03741.npz,0.717948717948718,0.717948717948718,0.0029106303118169308,0.008666057139635086,0.16008466482162476,0.4766331613063812,0.003399499924853444,0.006513620261102915,two_hand
VSL,ủng hộ,W03742.npz,dataset\VSL\ủng hộ\W03742.npz,0.7014925373134329,0.7014925373134329,0.013710180297493935,0.017801759764552116,0.6306682825088501,0.8188809156417847,0.009708155877888203,0.008616969920694828,two_hand
VSL,ủy ban,W03750.npz,dataset\VSL\ủy ban\W03750.npz,0.6883116883116883,0.6883116883116883,0.024682659655809402,0.03647632896900177,1.2834982872009277,1.8967690467834473,0.03884393349289894,0.05272318050265312,two_hand
VSL,ủy ban nhân dân,W037511.npz,dataset\VSL\ủy ban nhân dân\W037511.npz,0.6029411764705882,0.6029411764705882,0.015289759263396263,0.022235292941331863,0.6115903854370117,0.8894116878509521,0.018239954486489296,0.02326248772442341,two_hand
VSL,ủy quyền,W03751B.npz,dataset\VSL\ủy quyền\W03751B.npz,0.7241379310344828,0.7241379310344828,0.00980143528431654,0.011392760090529919,0.6076889634132385,0.706351101398468,0.013692744076251984,0.015336086042225361,two_hand
VSL,ủy quyền,W03751N.npz,dataset\VSL\ủy quyền\W03751N.npz,0.691358024691358,0.691358024691358,0.009195401333272457,0.018573909997940063,0.5057470798492432,1.0215650796890259,0.0073891691863536835,0.014190581627190113,two_hand
VSL,ủy quyền,W03751T.npz,dataset\VSL\ủy quyền\W03751T.npz,0.7241379310344828,0.7241379310344828,0.010097288526594639,0.010154429823160172,0.6260318756103516,0.6295746564865112,0.013575383462011814,0.013033732771873474,two_hand
VSL,ức chế,W03752.npz,dataset\VSL\ức chế\W03752.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,a,01610.npz,dataset\ASL\a\01610.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,a,01612.npz,dataset\ASL\a\01612.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,a,01615.npz,dataset\ASL\a\01615.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,a,66039.npz,dataset\ASL\a\66039.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,a lot,02124.npz,dataset\ASL\a lot\02124.npz,0.8666666666666667,0.8666666666666667,0.013323269784450531,0.013022133149206638,0.6794867515563965,0.6641287803649902,0.020978514105081558,0.019000843167304993,two_hand
ASL,a lot,02125.npz,dataset\ASL\a lot\02125.npz,0.8,0.8,0.014275631867349148,0.015169392339885235,0.670954704284668,0.7129614353179932,0.02515742927789688,0.023722436279058456,two_hand
ASL,a lot,02126.npz,dataset\ASL\a lot\02126.npz,0.8666666666666667,0.8666666666666667,0.013278043828904629,0.011624081060290337,0.6771802306175232,0.5928281545639038,0.02129986137151718,0.014647449366748333,two_hand
ASL,a lot,02128.npz,dataset\ASL\a lot\02128.npz,1.0,1.0,0.0014809947460889816,0.0024593898560851812,0.08737868815660477,0.14510400593280792,0.002765701385214925,0.004395007621496916,right_one_hand
ASL,a lot,02129.npz,dataset\ASL\a lot\02129.npz,1.0,1.0,0.0012207372346892953,0.001676273881457746,0.07202349603176117,0.09890016168355942,0.0032867719419300556,0.0038393796421587467,low_hand_activity
ASL,a lot,02130.npz,dataset\ASL\a lot\02130.npz,1.0,1.0,0.004071429837495089,0.0062753986567258835,0.24021434783935547,0.3702485263347626,0.005550698842853308,0.009139279834926128,two_hand
ASL,a lot,02131.npz,dataset\ASL\a lot\02131.npz,0.9333333333333333,0.9333333333333333,0.007722413167357445,0.01050772424787283,0.4247327148914337,0.5779248476028442,0.008644867688417435,0.00851032231003046,two_hand
ASL,abdomen,00335.npz,dataset\ASL\abdomen\00335.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,abdomen,00336.npz,dataset\ASL\abdomen\00336.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,abdomen,00338.npz,dataset\ASL\abdomen\00338.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,abdomen,00339.npz,dataset\ASL\abdomen\00339.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,abdomen,00341.npz,dataset\ASL\abdomen\00341.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,able,00376.npz,dataset\ASL\able\00376.npz,0.9,0.9,0.009107853285968304,0.009734869003295898,0.48271623253822327,0.5159480571746826,0.021205762401223183,0.015907788649201393,two_hand
ASL,able,00377.npz,dataset\ASL\able\00377.npz,0.8666666666666667,0.8666666666666667,0.012360136024653912,0.011527622118592262,0.6303669214248657,0.5879087448120117,0.019465599209070206,0.013556763529777527,two_hand
ASL,able,00381.npz,dataset\ASL\able\00381.npz,1.0,1.0,0.007055140100419521,0.005343357566744089,0.4162532687187195,0.31525808572769165,0.010321607813239098,0.007232964504510164,two_hand
ASL,able,00382.npz,dataset\ASL\able\00382.npz,0.9833333333333333,0.9833333333333333,0.005079292226582766,0.004692095331847668,0.29459893703460693,0.2721415162086487,0.007800778839737177,0.007325871381908655,two_hand
ASL,able,00384.npz,dataset\ASL\able\00384.npz,0.8666666666666667,0.8666666666666667,0.011933904141187668,0.008463846519589424,0.6086291074752808,0.431656152009964,0.01269205566495657,0.008655362762510777,two_hand
ASL,about,00414.npz,dataset\ASL\about\00414.npz,0.9230769230769231,0.9230769230769231,0.0033946384210139513,0.005089053884148598,0.2410193234682083,0.361322820186615,0.0041365837678313255,0.007023250684142113,two_hand
ASL,about,00415.npz,dataset\ASL\about\00415.npz,0.7166666666666667,0.7166666666666667,0.0033073031809180975,0.0026598642580211163,0.13890673220157623,0.11171430349349976,0.007540461141616106,0.00402221130207181,two_hand
ASL,about,00416.npz,dataset\ASL\about\00416.npz,0.9210526315789473,0.9210526315789473,0.0035268617793917656,0.0028959743212908506,0.2433534562587738,0.19982223212718964,0.005774053279310465,0.005045236553996801,two_hand
ASL,about,00421.npz,dataset\ASL\about\00421.npz,1.0,1.0,0.0010417008306831121,0.0014157092664390802,0.06146034598350525,0.0835268497467041,0.0016091937432065606,0.0020978909451514482,low_hand_activity
ASL,about,00426.npz,dataset\ASL\about\00426.npz,0.9,0.9,0.004605700261890888,0.004175165202468634,0.2441021054983139,0.22128374874591827,0.008081844076514244,0.004387442953884602,two_hand
ASL,about,65002.npz,dataset\ASL\about\65002.npz,0.95,0.95,0.01051727868616581,0.008748221211135387,0.5889676213264465,0.4899003803730011,0.016847215592861176,0.011592132970690727,two_hand
ASL,about,65003.npz,dataset\ASL\about\65003.npz,0.8666666666666667,0.8666666666666667,0.012515378184616566,0.012484807521104813,0.6382842659950256,0.6367251873016357,0.022083520889282227,0.0222646351903677,two_hand
ASL,above,00430.npz,dataset\ASL\above\00430.npz,0.7,0.7,0.013870777562260628,0.013609862886369228,0.5687018632888794,0.5580043792724609,0.03172465041279793,0.026661235839128494,two_hand
ASL,above,00431.npz,dataset\ASL\above\00431.npz,0.926829268292683,0.926829268292683,0.006668902467936277,0.00755173759534955,0.5001676678657532,0.5663803219795227,0.021289099007844925,0.022583656013011932,two_hand
ASL,above,00433.npz,dataset\ASL\above\00433.npz,1.0,1.0,0.0011269670212641358,0.002854851307347417,0.06649105250835419,0.1684362292289734,0.0012473833048716187,0.00313553842715919,right_one_hand
ASL,above,00435.npz,dataset\ASL\above\00435.npz,0.9,0.9,0.00480874627828598,0.007197284139692783,0.25486356019973755,0.38145604729652405,0.006871738936752081,0.007710963953286409,two_hand
ASL,above,65004.npz,dataset\ASL\above\65004.npz,0.9166666666666666,0.9166666666666666,0.005972324870526791,0.006250492297112942,0.32250553369522095,0.3375265896320343,0.011093026958405972,0.00877617672085762,two_hand
ASL,accent,00583.npz,dataset\ASL\accent\00583.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accent,00584.npz,dataset\ASL\accent\00584.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accent,00585.npz,dataset\ASL\accent\00585.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accent,00586.npz,dataset\ASL\accent\00586.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accent,65006.npz,dataset\ASL\accent\65006.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accept,00592.npz,dataset\ASL\accept\00592.npz,0.8658536585365854,0.8658536585365854,0.007923286408185959,0.008787143975496292,0.5546300411224365,0.615100085735321,0.017891520634293556,0.015393891371786594,two_hand
ASL,accept,00593.npz,dataset\ASL\accept\00593.npz,0.8,0.8,0.0061034029349684715,0.008138918317854404,0.286859929561615,0.3825291395187378,0.008291132748126984,0.010817313566803932,two_hand
ASL,accept,00594.npz,dataset\ASL\accept\00594.npz,0.8333333333333334,0.8333333333333334,0.006724377162754536,0.0061181471683084965,0.3294944763183594,0.2997892200946808,0.013173297047615051,0.00881822407245636,two_hand
ASL,accept,00597.npz,dataset\ASL\accept\00597.npz,0.927710843373494,0.927710843373494,0.005714077968150377,0.006394032388925552,0.4342699348926544,0.4859464764595032,0.005608065985143185,0.006711510010063648,two_hand
ASL,accept,00599.npz,dataset\ASL\accept\00599.npz,1.0,1.0,0.0009347065933980048,0.0015123796183615923,0.0551476888358593,0.08923039585351944,0.002437369432300329,0.0033374440390616655,low_hand_activity
ASL,accept,00600.npz,dataset\ASL\accept\00600.npz,0.9666666666666667,0.9666666666666667,0.0011387370759621263,0.001950714155100286,0.06490801274776459,0.11119070649147034,0.00268914713524282,0.003954620100557804,low_hand_activity
ASL,accept,00603.npz,dataset\ASL\accept\00603.npz,0.8833333333333333,0.8833333333333333,0.007143920287489891,0.0072873239405453205,0.37148386240005493,0.3789408504962921,0.010117949917912483,0.009285197593271732,two_hand
ASL,accept,65007.npz,dataset\ASL\accept\65007.npz,0.8333333333333334,0.8333333333333334,0.0074710422195494175,0.0085933618247509,0.3660810589790344,0.4210747480392456,0.013920677825808525,0.01538849901407957,two_hand
ASL,accident,00623.npz,dataset\ASL\accident\00623.npz,0.6025641025641025,0.6025641025641025,0.012708618305623531,0.012655702419579029,0.5845964550971985,0.5821623206138611,0.01214319746941328,0.010813658125698566,two_hand
ASL,accident,00624.npz,dataset\ASL\accident\00624.npz,0.9166666666666666,0.9166666666666666,0.011110900901257992,0.010598410852253437,0.5999886393547058,0.5723142027854919,0.01965932734310627,0.011853283271193504,two_hand
ASL,accident,00625.npz,dataset\ASL\accident\00625.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accident,00626.npz,dataset\ASL\accident\00626.npz,0.9,0.9,0.00810940470546484,0.008678941987454891,0.4297984540462494,0.4599839448928833,0.01361995842307806,0.01328597404062748,two_hand
ASL,accident,00627.npz,dataset\ASL\accident\00627.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accident,00628.npz,dataset\ASL\accident\00628.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accident,00629.npz,dataset\ASL\accident\00629.npz,0.9444444444444444,0.9444444444444444,0.005320544354617596,0.005394988227635622,0.5373749732971191,0.5448938012123108,0.02038666233420372,0.011804218403995037,two_hand
ASL,accident,00631.npz,dataset\ASL\accident\00631.npz,0.9516129032258065,0.9516129032258065,0.006757189519703388,0.009755008853971958,0.39191699028015137,0.5657905340194702,0.005312793888151646,0.006665625609457493,two_hand
ASL,accident,00632.npz,dataset\ASL\accident\00632.npz,0.5,0.5,0.013869848102331161,0.016483141109347343,0.4022255837917328,0.4780110716819763,0.01737646758556366,0.020980941131711006,two_hand
ASL,accident,00633.npz,dataset\ASL\accident\00633.npz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low_hand_activity
ASL,accident,00634.npz,dataset\ASL\accident\00634.npz,1.0,1.0,0.0020153296645730734,0.0021029110066592693,0.11890444904565811,0.12407174706459045,0.004874334204941988,0.006081343162804842,two_hand
ASL,accident,00639.npz,dataset\ASL\accident\00639.npz,0.7666666666666667,0.7666666666666667,0.004864359740167856,0.009134436026215553,0.21889618039131165,0.41104963421821594,0.003972129430621862,0.0065120006911456585,two_hand
ASL,accident,65009.npz,dataset\ASL\accident\65009.npz,0.9333333333333333,0.9333333333333333,0.006247975397855043,0.008677844889461994,0.34363865852355957,0.47728145122528076,0.011215285398066044,0.012739226222038269,two_hand
ASL,accomplish,00663.npz,dataset\ASL\accomplish\00663.npz,0.9285714285714286,0.9285714285714286,0.008220952935516834,0.008065811358392239,0.6330133676528931,0.621067464351654,0.012650283053517342,0.009528004564344883,two_hand
ASL,accomplish,00664.npz,dataset\ASL\accomplish\00664.npz,0.9402985074626866,0.9402985074626866,0.013657682575285435,0.012715449556708336,0.8467763066291809,0.7883578538894653,0.02730569615960121,0.020762398838996887,two_hand
ASL,accomplish,00666.npz,dataset\ASL\accomplish\00666.npz,1.0,1.0,0.0034075446892529726,0.004575981292873621,0.20104514062404633,0.2699829041957855,0.007014838047325611,0.008994321338832378,two_hand
ASL,accomplish,00668.npz,dataset\ASL\accomplish\00668.npz,0.8333333333333334,0.8333333333333334,0.009964542463421822,0.01368691585958004,0.4882625937461853,0.6706588864326477,0.012426315806806087,0.013080146163702011,two_hand
ASL,accomplish,65010.npz,dataset\ASL\accomplish\65010.npz,0.8666666666666667,0.8666666666666667,0.008683710359036922,0.00958948489278555,0.44286924600601196,0.48906370997428894,0.014774634502828121,0.012046766467392445,two_hand
ASL,accountant,00689.npz,dataset\ASL\accountant\00689.npz,0.9047619047619048,0.9047619047619048,0.01747027225792408,0.022651737555861473,0.9783352017402649,1.268497347831726,0.027539048343896866,0.02449408918619156,two_hand
ASL,accountant,00690.npz,dataset\ASL\accountant\00690.npz,0.9176470588235294,0.9176470588235294,0.013032572343945503,0.016933558508753777,1.0035080909729004,1.3038840293884277,0.0130412383005023,0.01367131806910038,two_hand
ASL,accountant,00692.npz,dataset\ASL\accountant\00692.npz,0.9,0.9,0.013952660374343395,0.01991354674100876,0.7394909858703613,1.0554180145263672,0.016305215656757355,0.018369968980550766,two_hand
ASL,accountant,00694.npz,dataset\ASL\accountant\00694.npz,0.9354838709677419,0.9354838709677419,0.011794152669608593,0.015234017744660378,0.6722667217254639,0.8683390021324158,0.011127432808279991,0.014354542829096317,two_hand
ASL,accountant,65011.npz,dataset\ASL\accountant\65011.npz,0.8166666666666667,0.8166666666666667,0.014724665321409702,0.017736895009875298,0.7067839503288269,0.8513709306716919,0.0173405222594738,0.021128123626112938,two_hand
ASL,across,00832.npz,dataset\ASL\across\00832.npz,0.5806451612903226,0.5806451612903226,0.011586509644985199,0.011478239670395851,0.6140850186347961,0.608346700668335,0.027993720024824142,0.014993874356150627,two_hand
ASL,across,00834.npz,dataset\ASL\across\00834.npz,0.9659090909090909,0.9659090909090909,0.006997859105467796,0.010684072971343994,0.5878201723098755,0.8974621295928955,0.007448811549693346,0.011304119601845741,two_hand
ASL,across,00835.npz,dataset\ASL\across\00835.npz,0.8666666666666667,0.8666666666666667,0.005880866665393114,0.007230920717120171,0.29992419481277466,0.36877694725990295,0.0059387655928730965,0.007761690765619278,two_hand
ASL,across,00836.npz,dataset\ASL\across\00836.npz,0.8833333333333333,0.8833333333333333,0.003804883686825633,0.005625186488032341,0.1978539526462555,0.29250970482826233,0.004227308090776205,0.0067398627288639545,two_hand
ASL,across,00839.npz,dataset\ASL\across\00839.npz,1.0,1.0,0.006865407805889845,0.00842702854424715,0.4050590693950653,0.49719470739364624,0.02074054628610611,0.02211383543908596,two_hand
ASL,across,00842.npz,dataset\ASL\across\00842.npz,0.8666666666666667,0.8666666666666667,0.0045839217491447926,0.00648608198389411,0.23378001153469086,0.3307901918888092,0.008235029876232147,0.0062250858172774315,two_hand
ASL,act,00846.npz,dataset\ASL\act\00846.npz,0.9333333333333333,0.9333333333333333,0.007635911460965872,0.009098322130739689,0.4199751317501068,0.5004076957702637,0.010167375206947327,0.013382789678871632,two_hand
ASL,act,00847.npz,dataset\ASL\act\00847.npz,0.825,0.825,0.006411561742424965,0.007984688505530357,0.416751503944397,0.519004762172699,0.00718638114631176,0.006017502397298813,two_hand
ASL,act,00849.npz,dataset\ASL\act\00849.npz,1.0,1.0,0.004276052117347717,0.0073571475222706795,0.2950476109981537,0.5076431632041931,0.002249147044494748,0.004219673573970795,two_hand
ASL,act,00851.npz,dataset\ASL\act\00851.npz,0.8333333333333334,0.8333333333333334,0.012328259646892548,0.016519982367753983,0.6040847301483154,0.8094791173934937,0.013708989135921001,0.014947766438126564,two_hand
ASL,act,65014.npz,dataset\ASL\act\65014.npz,0.9,0.9,0.01219666376709938,0.012610654346644878,0.6464231610298157,0.6683647036552429,0.015195723623037338,0.01496823038905859,two_hand
ASL,action,00853.npz,dataset\ASL\action\00853.npz,0.8666666666666667,0.8666666666666667,0.008693542331457138,0.012594768777489662,0.44337064027786255,0.6423332095146179,0.008860199712216854,0.011198639869689941,two_hand
ASL,action,00854.npz,dataset\ASL\action\00854.npz,0.9583333333333334,0.9583333333333334,0.021158259361982346,0.016384880989789963,1.438761591911316,1.1141718626022339,0.016572892665863037,0.011726991273462772,two_hand
ASL,action,00855.npz,dataset\ASL\action\00855.npz,1.0,1.0,0.00837129820138216,0.010917378589510918,0.49390658736228943,0.6441253423690796,0.013945382088422775,0.01613773964345455,two_hand
ASL,action,00856.npz,dataset\ASL\action\00856.npz,0.9833333333333333,0.9833333333333333,0.007330830674618483,0.010737504810094833,0.42518818378448486,0.6227752566337585,0.010518698021769524,0.014493959955871105,two_hand
ASL,action,00858.npz,dataset\ASL\action\00858.npz,0.9032258064516129,0.9032258064516129,0.016217326745390892,0.022022508084774017,0.8919529318809509,1.211237907409668,0.013554336503148079,0.018521564081311226,two_hand
ASL,action,65015.npz,dataset\ASL\action\65015.npz,0.8666666666666667,0.8666666666666667,0.020025383681058884,0.01418333314359188,1.0212945938110352,0.7233499884605408,0.02583634853363037,0.01662638783454895,two_hand
ASL,active,00868.npz,dataset\ASL\active\00868.npz,0.9166666666666666,0.9166666666666666,0.015907956287264824,0.017162717878818512,0.8590295910835266,0.9267867207527161,0.018918786197900772,0.01872541755437851,two_hand
ASL,active,00869.npz,dataset\ASL\active\00869.npz,0.8888888888888888,0.8888888888888888,0.02516082115471363,0.019076909869909286,1.5851317644119263,1.2018452882766724,0.02754814364016056,0.015315143391489983,two_hand
ASL,active,00871.npz,dataset\ASL\active\00871.npz,0.9833333333333333,0.9833333333333333,0.008820339106023312,0.011472610756754875,0.511579692363739,0.6654114127159119,0.0067209284752607346,0.007798161823302507,two_hand
ASL,active,00872.npz,dataset\ASL\active\00872.npz,0.9833333333333333,0.9833333333333333,0.0066118924878537655,0.009540009312331676,0.3834897577762604,0.5533205270767212,0.008599125780165195,0.011975814588367939,two_hand
ASL,active,00874.npz,dataset\ASL\active\00874.npz,0.9,0.9,0.011911392211914062,0.013455425389111042,0.6313037872314453,0.7131375670433044,0.01370201539248228,0.014341292902827263,two_hand
ASL,activity,00890.npz,dataset\ASL\activity\00890.npz,0.8,0.8,0.015921801328659058,0.00902868714183569,0.7483246922492981,0.42434829473495483,0.023416811600327492,0.01227986253798008,two_hand
ASL,activity,00891.npz,dataset\ASL\activity\00891.npz,0.9583333333333334,0.9583333333333334,0.021158259361982346,0.016384880989789963,1.438761591911316,1.1141718626022339,0.016572892665863037,0.011726991273462772,two_hand
ASL,activity,00892.npz,dataset\ASL\activity\00892.npz,0.8666666666666667,0.8666666666666667,0.019050871953368187,0.014724924229085445,0.971594512462616,0.7509711384773254,0.028349056839942932,0.016281604766845703,two_hand
ASL,activity,00894.npz,dataset\ASL\activity\00894.npz,1.0,1.0,0.00837129820138216,0.010917378589510918,0.49390658736228943,0.6441253423690796,0.013945382088422775,0.01613773964345455,two_hand
ASL,activity,65016.npz,dataset\ASL\activity\65016.npz,0.7666666666666667,0.7666666666666667,0.016043871641159058,0.017380496487021446,0.7219741940498352,0.7821223735809326,0.024466149508953094,0.02307276427745819,two_hand
ASL,actor,00898.npz,dataset\ASL\actor\00898.npz,0.8833333333333333,0.8833333333333333,0.018985651433467865,0.017774879932403564,0.9872538447380066,0.9242937564849854,0.015575462020933628,0.01461765356361866,two_hand
ASL,actor,00899.npz,dataset\ASL\actor\00899.npz,0.8,0.8,0.012649164535105228,0.016924655064940453,0.5945107340812683,0.7954587936401367,0.02605104073882103,0.022139202803373337,two_hand
ASL,actor,00900.npz,dataset\ASL\actor\00900.npz,0.8977272727272727,0.8977272727272727,0.00966830737888813,0.008567478507757187,0.7541279792785645,0.66826331615448,0.009855007752776146,0.008831473998725414,two_hand
ASL,actor,00901.npz,dataset\ASL\actor\00901.npz,0.9848484848484849,0.9848484848484849,0.006441429723054171,0.009516440331935883,0.4122515022754669,0.6090521812438965,0.00687643326818943,0.007828284986317158,two_hand
ASL,actor,00904.npz,dataset\ASL\actor\00904.npz,0.9041095890410958,0.9041095890410958,0.012142549268901348,0.014763327315449715,0.7892656922340393,0.9596163034439087,0.010375021025538445,0.011492643505334854,two_hand
ASL,actor,65017.npz,dataset\ASL\actor\65017.npz,0.8666666666666667,0.8666666666666667,0.01030036062002182,0.01922660879790783,0.5253183841705322,0.9805570840835571,0.011270740069448948,0.027266940101981163,two_hand
ASL,adapt,00943.npz,dataset\ASL\adapt\00943.npz,0.8961038961038961,0.8961038961038961,0.010574796237051487,0.013771029189229012,0.7190861701965332,0.9364299774169922,0.017302757129073143,0.019959894940257072,two_hand
ASL,adapt,00944.npz,dataset\ASL\adapt\00944.npz,0.21428571428571427,0.21428571428571427,0.014905722811818123,0.013743105344474316,0.25339728593826294,0.23363278806209564,0.007203829940408468,0.006820215377956629,low_hand_activity
ASL,adapt,00946.npz,dataset\ASL\adapt\00946.npz,0.8,0.8,0.003908073529601097,0.006665577180683613,0.183679461479187,0.3132821321487427,0.005823550280183554,0.010479829274117947,two_hand
ASL,adapt,00947.npz,dataset\ASL\adapt\00947.npz,0.9333333333333333,0.9333333333333333,0.010010892525315285,0.008892152458429337,0.5505990982055664,0.4890683889389038,0.018108457326889038,0.014961374923586845,two_hand
ASL,adapt,00949.npz,dataset\ASL\adapt\00949.npz,1.0,1.0,0.005393486004322767,0.006008348893374205,0.31821566820144653,0.35449257493019104,0.00611681304872036,0.006495625711977482,two_hand
ASL,adapt,00951.npz,dataset\ASL\adapt\00951.npz,0.8548387096774194,0.8548387096774194,0.012369385920464993,0.015693897381424904,0.6432080864906311,0.8160826563835144,0.014584057964384556,0.02364055998623371,two_hand
ASL,add,00961.npz,dataset\ASL\add\00961.npz,0.8395061728395061,0.8395061728395061,0.004659848287701607,0.004240458365529776,0.3122098445892334,0.2841107249259949,0.007444044575095177,0.004847427364438772,two_hand
ASL,add,00962.npz,dataset\ASL\add\00962.npz,0.8666666666666667,0.8666666666666667,0.016212446615099907,0.011965143494307995,0.8268347382545471,0.610222339630127,0.023163607344031334,0.01604987494647503,two_hand
ASL,add,00963.npz,dataset\ASL\add\00963.npz,0.8333333333333334,0.8333333333333334,0.009931829757988453,0.0086666876450181,0.4866596460342407,0.42466771602630615,0.016033845022320747,0.010553840547800064,two_hand
ASL,add,00964.npz,dataset\ASL\add\00964.npz,0.9,0.9,0.007008102722465992,0.007524773944169283,0.371429443359375,0.39881300926208496,0.008035529404878616,0.009313463233411312,two_hand
ASL,add,00965.npz,dataset\ASL\add\00965.npz,0.9324324324324325,0.9324324324324325,0.0037027711514383554,0.004102641250938177,0.2517884373664856,0.2789795994758606,0.003829227527603507,0.004688463173806667,two_hand
ASL,add,00967.npz,dataset\ASL\add\00967.npz,1.0,1.0,0.005838030017912388,0.006652088835835457,0.34444376826286316,0.3924732506275177,0.0113533865660429,0.014026260934770107,two_hand
ASL,add,00973.npz,dataset\ASL\add\00973.npz,0.9027777777777778,0.9027777777777778,0.007574837654829025,0.008711938746273518,0.4847896099090576,0.5575640797615051,0.01371617428958416,0.014715466648340225,two_hand
ASL,add,65018.npz,dataset\ASL\add\65018.npz,0.9166666666666666,0.9166666666666666,0.006649158429354429,0.008269961923360825,0.3590545654296875,0.4465779662132263,0.011226286180317402,0.01354165654629469,two_hand
ASL,add,69205.npz,dataset\ASL\add\69205.npz,0.9047619047619048,0.9047619047619048,0.00859229639172554,0.006562126334756613,0.48116859793663025,0.3674790859222412,0.013157069683074951,0.007322279270738363,two_hand
ASL,address,01011.npz,dataset\ASL\address\01011.npz,0.8666666666666667,0.8666666666666667,0.010311728343367577,0.0150742307305336,0.5258981585502625,0.7687857747077942,0.02043111063539982,0.02089216373860836,two_hand
ASL,address,01012.npz,dataset\ASL\address\01012.npz,0.8,0.8,0.007198575418442488,0.007975690998136997,0.33833304047584534,0.37485748529434204,0.009081992320716381,0.008972895331680775,two_hand
