dataset,label,num_samples,prototype_index
ASL,overwhelm,8,1222
ASL,owe,5,1223
ASL,owl,5,1224
ASL,p,4,1225
ASL,pack,5,1226
ASL,page,5,1227
ASL,pain,5,1228
ASL,paint,7,1229
ASL,painter,5,1230
ASL,pants,8,1231
ASL,paper,8,1232
ASL,parachute,4,1233
ASL,parade,6,1234
ASL,paragraph,5,1235
ASL,parallel,5,1236
ASL,parents,3,1237
ASL,part,4,1238
ASL,party,9,1239
ASL,pass,7,1240
ASL,past,9,1241
ASL,path,6,1242
ASL,patient,7,1243
ASL,pause,5,1244
ASL,pay,7,1245
ASL,pay attention,4,1246
ASL,peace,4,1247
ASL,peaceful,7,1248
ASL,peach,6,1249
ASL,peanut butter,5,1250
ASL,pear,3,1251
ASL,peel,4,1252
ASL,penalty,4,1253
ASL,pencil,5,1254
ASL,pennsylvania,5,1255
ASL,penny,3,1256
ASL,people,6,1257
ASL,pepper,7,1258
ASL,percent,4,1259
ASL,perfect,7,1260
ASL,perfume,5,1261
ASL,period,5,1262
ASL,permit,4,1263
ASL,person,7,1264
ASL,personality,4,1265
ASL,perspective,10,1266
ASL,pet,5,1267
ASL,philadelphia,4,1268
ASL,philosophy,6,1269
ASL,phone,5,1270
ASL,photographer,5,1271
ASL,phrase,6,1272
ASL,physician,6,1273
ASL,physics,6,1274
ASL,piano,5,1275
ASL,pick,5,1276
ASL,pickle,4,1277
ASL,picture,6,1278
ASL,pie,5,1279
ASL,piece,4,1280
ASL,pig,7,1281
ASL,pillow,7,1282
ASL,pilot,4,1283
ASL,pink,9,1284
ASL,pity,5,1285
ASL,pizza,12,1286
ASL,place,5,1287
ASL,plan,7,1288
ASL,plant,5,1289
ASL,plate,5,1290
ASL,play,11,1291
ASL,player,4,1292
ASL,please,7,1293
ASL,plenty,5,1294
ASL,plus,7,1295
ASL,pneumonia,5,1296
ASL,pocket,6,1297
ASL,point,9,1298
ASL,polar bear,5,1299
ASL,police,8,1300
ASL,policeman,5,1301
ASL,policy,6,1302
ASL,polite,6,1303
ASL,politics,6,1304
ASL,poop,5,1305
ASL,poor,6,1306
ASL,popcorn,4,1307
ASL,popular,6,1308
ASL,position,4,1309
ASL,positive,5,1310
ASL,possible,8,1311
ASL,post,2,1312
ASL,postpone,8,1313
ASL,potato,8,1314
ASL,potential,5,1315
ASL,pound,6,1316
ASL,pour,5,1317
ASL,poverty,4,1318
ASL,power,7,1319
ASL,practice,9,1320
ASL,praise,5,1321
ASL,pray,6,1322
ASL,preach,5,1323
ASL,preacher,3,1324
ASL,precious,5,1325
ASL,precipitation,6,1326
ASL,precise,4,1327
ASL,predict,6,1328
ASL,prefer,3,1329
ASL,pregnant,5,1330
ASL,prepare,7,1331
ASL,preschool,3,1332
ASL,present,8,1333
ASL,presentation,8,1334
ASL,president,9,1335
ASL,pressure,5,1336
ASL,pretty,5,1337
ASL,prevent,5,1338
ASL,price,6,1339
ASL,pride,5,1340
ASL,priest,5,1341
ASL,prince,3,1342
ASL,princess,3,1343
ASL,principal,5,1344
ASL,principle,5,1345
ASL,print,6,1346
ASL,printer,6,1347
ASL,priority,4,1348
ASL,prison,6,1349
ASL,private,7,1350
ASL,problem,9,1351
ASL,process,4,1352
ASL,procrastinate,7,1353
ASL,professional,7,1354
ASL,professor,5,1355
ASL,profit,4,1356
ASL,program,6,1357
ASL,progress,4,1358
ASL,project,7,1359
ASL,promise,5,1360
ASL,promote,4,1361
ASL,proof,6,1362
ASL,propaganda,2,1363
ASL,proper,4,1364
ASL,prostitute,4,1365
ASL,protect,6,1366
ASL,proud,5,1367
ASL,prove,5,1368
ASL,provide,6,1369
ASL,psychologist,3,1370
ASL,psychology,6,1371
ASL,public,5,1372
ASL,publish,6,1373
ASL,pull,9,1374
ASL,pumpkin,5,1375
ASL,punish,6,1376
ASL,purchase,4,1377
ASL,pure,4,1378
ASL,purple,8,1379
ASL,purpose,6,1380
ASL,pursue,4,1381
ASL,push,6,1382
ASL,put,6,1383
ASL,put off,5,1384
ASL,puzzled,6,1385
ASL,q,4,1386
ASL,quality,5,1387
ASL,quarrel,4,1388
ASL,quarter,5,1389
ASL,queen,6,1390
ASL,question,5,1391
ASL,quick,7,1392
ASL,quiet,7,1393
ASL,quit,7,1394
ASL,quote,6,1395
ASL,r,4,1396
ASL,rabbit,8,1397
ASL,raccoon,7,1398
ASL,race,6,1399
ASL,radio,6,1400
ASL,rage,4,1401
ASL,rain,7,1402
ASL,rainbow,5,1403
ASL,rake,5,1404
ASL,rat,6,1405
ASL,rather,4,1406
ASL,read,6,1407
ASL,ready,10,1408
ASL,real,4,1409
ASL,realize,4,1410
ASL,really,7,1411
ASL,reason,7,1412
ASL,receive,5,1413
ASL,recent,7,1414
ASL,recliner,4,1415
ASL,recognize,5,1416
ASL,recommend,4,1417
ASL,recover,6,1418
ASL,red,7,1419
ASL,reduce,5,1420
ASL,refer,5,1421
ASL,referee,5,1422
ASL,refuse,6,1423
ASL,regular,4,1424
ASL,rehearse,7,1425
ASL,reject,5,1426
ASL,relate,5,1427
ASL,relationship,5,1428
ASL,relax,4,1429
ASL,release,5,1430
ASL,relief,6,1431
ASL,religion,7,1432
ASL,rely,5,1433
ASL,remember,7,1434
ASL,remote control,5,1435
ASL,remove,7,1436
ASL,rent,5,1437
ASL,repeat,5,1438
ASL,replace,5,1439
ASL,reply,4,1440
ASL,report,3,1441
ASL,represent,7,1442
ASL,reputation,5,1443
ASL,request,4,1444
ASL,require,6,1445
ASL,rescue,4,1446
ASL,research,7,1447
ASL,resign,5,1448
ASL,resist,3,1449
ASL,respect,7,1450
ASL,responsibility,6,1451
ASL,responsible,4,1452
ASL,rest,6,1453
ASL,restaurant,7,1454
ASL,restroom,3,1455
ASL,result,7,1456
ASL,retire,7,1457
ASL,retreat,4,1458
ASL,reveal,5,1459
ASL,revenge,6,1460
ASL,review,7,1461
ASL,rich,6,1462
ASL,ride,8,1463
ASL,ridiculous,4,1464
ASL,right,9,1465
ASL,ring,5,1466
ASL,rise,7,1467
ASL,river,5,1468
ASL,road,4,1469
ASL,roar,4,1470
ASL,rob,8,1471
ASL,robber,5,1472
ASL,robot,4,1473
ASL,rock,6,1474
ASL,role,5,1475
ASL,roof,4,1476
ASL,room,11,1477
ASL,roommate,5,1478
ASL,rooster,5,1479
ASL,rope,4,1480
ASL,rose,5,1481
ASL,rough,7,1482
ASL,rubber,5,1483
ASL,rude,6,1484
ASL,ruin,4,1485
ASL,rule,6,1486
ASL,run,7,1487
ASL,rush,5,1488
ASL,russia,8,1489
ASL,s,4,1490
ASL,sad,8,1491
ASL,safe,5,1492
ASL,salad,6,1493
ASL,salary,5,1494
ASL,salt,8,1495
ASL,salute,4,1496
ASL,same,9,1497
ASL,sandwich,10,1498
ASL,satisfy,5,1499
ASL,saturday,7,1500
ASL,sauce,4,1501
ASL,sausage,4,1502
ASL,save,8,1503
ASL,saw,3,1504
ASL,say,6,1505
ASL,scan,3,1506
ASL,scared,8,1507
ASL,schedule,5,1508
ASL,school,9,1509
ASL,science,7,1510
ASL,scientist,5,1511
ASL,scissors,8,1512
ASL,scold,4,1513
ASL,score,11,1514
ASL,scotland,6,1515
ASL,scream,3,1516
ASL,screwdriver,6,1517
ASL,sculpture,6,1518
ASL,sea,5,1519
ASL,search,5,1520
ASL,second,6,1521
ASL,secret,8,1522
ASL,secretary,10,1523
ASL,see,5,1524
ASL,seem,6,1525
ASL,seldom,3,1526
ASL,selfish,5,1527
ASL,sell,7,1528
ASL,senate,6,1529
ASL,send,5,1530
ASL,senior,6,1531
ASL,sensitive,5,1532
ASL,sentence,7,1533
ASL,separate,6,1534
ASL,september,5,1535
ASL,sequence,5,1536
ASL,serious,6,1537
ASL,serve,5,1538
ASL,service,7,1539
ASL,settle,4,1540
ASL,seven,6,1541
ASL,several,4,1542
ASL,sew,4,1543
ASL,shame,5,1544
ASL,shampoo,5,1545
ASL,shape,7,1546
ASL,share,7,1547
ASL,shave,4,1548
ASL,she,6,1549
ASL,sheep,5,1550
ASL,shelf,5,1551
ASL,shine,8,1552
ASL,shirt,12,1553
ASL,shock,9,1554
ASL,shoes,6,1555
ASL,shoot,5,1556
ASL,shop,6,1557
ASL,shopping,3,1558
ASL,short,13,1559
ASL,should,6,1560
ASL,shoulder,4,1561
ASL,shout,3,1562
ASL,shovel,3,1563
ASL,show,9,1564
ASL,shower,5,1565
ASL,shrimp,6,1566
ASL,shy,6,1567
ASL,sick,8,1568
ASL,side,5,1569
ASL,sign,9,1570
ASL,sign language,5,1571
ASL,silent,5,1572
ASL,silly,10,1573
ASL,silver,6,1574
ASL,similar,6,1575
ASL,simple,5,1576
ASL,sin,4,1577
ASL,since,8,1578
ASL,sing,5,1579
ASL,singer,4,1580
ASL,single,6,1581
ASL,siren,6,1582
ASL,sister,7,1583
ASL,sit,6,1584
ASL,situation,6,1585
ASL,six,6,1586
ASL,sixteen,6,1587
ASL,size,5,1588
ASL,skate,4,1589
ASL,skeleton,5,1590
ASL,sketch,6,1591
ASL,ski,2,1592
ASL,skill,4,1593
ASL,skin,6,1594
ASL,skinny,6,1595
ASL,skip,4,1596
ASL,skirt,6,1597
ASL,skunk,5,1598
ASL,sky,8,1599
ASL,slave,6,1600
ASL,sleep,6,1601
ASL,sleepy,5,1602
ASL,slice,4,1603
ASL,slip,6,1604
ASL,slow,8,1605
ASL,small,8,1606
ASL,smart,8,1607
ASL,smell,5,1608
ASL,smile,7,1609
ASL,smoking,2,1610
ASL,smooth,5,1611
ASL,snack,5,1612
ASL,snake,7,1613
ASL,sneeze,4,1614
ASL,snob,6,1615
ASL,snow,10,1616
ASL,snowman,5,1617
ASL,soap,7,1618
ASL,soccer,5,1619
ASL,society,5,1620
ASL,socks,6,1621
ASL,soda,6,1622
ASL,sofa,4,1623
ASL,soft,8,1624
ASL,soldier,4,1625
ASL,solid,6,1626
ASL,solve,4,1627
ASL,some,7,1628
ASL,someday,5,1629
ASL,someone,3,1630
ASL,something,4,1631
ASL,sometimes,5,1632
ASL,somewhere,4,1633
ASL,son,10,1634
ASL,song,5,1635
ASL,soon,11,1636
ASL,sore throat,6,1637
ASL,sorry,7,1638
ASL,soul,5,1639
ASL,sound,7,1640
ASL,soup,6,1641
ASL,sour,7,1642
ASL,south,7,1643
ASL,south america,6,1644
ASL,spain,6,1645
ASL,spanish,5,1646
ASL,speak,5,1647
ASL,special,8,1648
ASL,specific,6,1649
ASL,speech,10,1650
ASL,speed,5,1651
ASL,spell,6,1652
ASL,spider,6,1653
ASL,spill,4,1654
ASL,spin,8,1655
ASL,spirit,7,1656
ASL,spit,4,1657
ASL,spoon,4,1658
ASL,spray,8,1659
ASL,spread,4,1660
ASL,spring,6,1661
ASL,sprint,6,1662
ASL,square,5,1663
ASL,squeeze,4,1664
ASL,squirrel,6,1665
ASL,stadium,6,1666
ASL,staff,5,1667
ASL,stairs,6,1668
ASL,stamp,5,1669
ASL,stand,5,1670
ASL,standard,5,1671
ASL,star,7,1672
ASL,stare,7,1673
ASL,start,4,1674
ASL,statistics,4,1675
ASL,stay,9,1676
ASL,steal,7,1677
ASL,steel,6,1678
ASL,stepfather,2,1679
ASL,sticky,5,1680
ASL,still,5,1681
ASL,sting,3,1682
ASL,stink,8,1683
ASL,stir,4,1684
ASL,stitch,4,1685
ASL,stomach,7,1686
ASL,stop,5,1687
ASL,store,7,1688
ASL,story,7,1689
ASL,straight,8,1690
ASL,strange,7,1691
ASL,straw,7,1692
ASL,strawberry,8,1693
ASL,street,6,1694
ASL,stress,8,1695
ASL,stretch,4,1696
ASL,strict,6,1697
ASL,strong,8,1698
ASL,structure,7,1699
ASL,struggle,7,1700
ASL,stubborn,7,1701
ASL,stuck,4,1702
ASL,student,8,1703
ASL,study,10,1704
ASL,stupid,5,1705
ASL,subtract,6,1706
ASL,subway,5,1707
ASL,sue,4,1708
ASL,suffer,5,1709
ASL,sugar,7,1710
ASL,suggest,6,1711
ASL,summer,7,1712
ASL,summon,5,1713
ASL,sun,6,1714
ASL,sunday,8,1715
ASL,sunrise,4,1716
ASL,sunset,8,1717
ASL,sunshine,5,1718
ASL,superman,4,1719
ASL,support,6,1720
ASL,suppose,4,1721
ASL,sure,5,1722
ASL,surface,6,1723
ASL,surgeon,3,1724
ASL,surgery,7,1725
ASL,surprise,6,1726
ASL,surrender,4,1727
ASL,suspect,6,1728
ASL,suspend,4,1729
ASL,swallow,7,1730
ASL,sweater,6,1731
ASL,sweden,4,1732
ASL,sweep,4,1733
ASL,sweet,10,1734
ASL,sweetheart,6,1735
ASL,swim,4,1736
ASL,swimming,6,1737
ASL,swimsuit,5,1738
ASL,swing,4,1739
ASL,switzerland,6,1740
ASL,symbol,6,1741
ASL,sympathy,4,1742
ASL,t,4,1743
ASL,table,5,1744
ASL,take,11,1745
ASL,take turns,7,1746
ASL,take up,4,1747
ASL,tale,6,1748
ASL,talent,4,1749
ASL,talk,7,1750
ASL,tall,13,1751
ASL,tan,5,1752
ASL,taste,6,1753
ASL,tea,7,1754
ASL,teach,7,1755
ASL,teacher,8,1756
ASL,team,6,1757
ASL,tease,8,1758
ASL,technology,5,1759
ASL,teeth,4,1760
ASL,telephone,6,1761
ASL,telescope,5,1762
ASL,television,6,1763
ASL,tell,10,1764
ASL,temperature,8,1765
ASL,temple,6,1766
ASL,tempt,3,1767
ASL,ten,5,1768
ASL,tend,3,1769
ASL,tender,6,1770
ASL,tennis,6,1771
ASL,tent,8,1772
ASL,terrible,6,1773
ASL,test,8,1774
ASL,testify,5,1775
ASL,texas,3,1776
ASL,text,6,1777
ASL,thailand,6,1778
ASL,than,4,1779
ASL,thank you,7,1780
ASL,thankful,5,1781
ASL,thanksgiving,13,1782
ASL,that,4,1783
ASL,theater,4,1784
ASL,their,5,1785
ASL,them,5,1786
ASL,theme,5,1787
ASL,themselves,7,1788
ASL,then,5,1789
ASL,theory,10,1790
ASL,therapy,6,1791
ASL,there,6,1792
ASL,therefore,3,1793
ASL,thermometer,5,1794
ASL,they,5,1795
ASL,thick,5,1796
ASL,thin,16,1797
ASL,thing,6,1798
ASL,think,7,1799
ASL,third,7,1800
ASL,thirsty,8,1801
ASL,this,4,1802
ASL,thousand,6,1803
ASL,three,7,1804
ASL,thrill,5,1805
ASL,throat,5,1806
ASL,through,5,1807
ASL,throw,7,1808
ASL,thursday,11,1809
ASL,ticket,6,1810
ASL,tie,7,1811
ASL,tiger,9,1812
ASL,time,8,1813
ASL,tiptoe,4,1814
ASL,tired,7,1815
ASL,tissue,6,1816
ASL,title,5,1817
ASL,to,7,1818
ASL,toast,10,1819
ASL,tobacco,4,1820
ASL,today,9,1821
ASL,together,6,1822
ASL,toilet,5,1823
ASL,toilet paper,4,1824
ASL,tolerate,4,1825
ASL,tomato,8,1826
ASL,tomorrow,7,1827
ASL,tongue,5,1828
ASL,tonight,5,1829
ASL,tooth,6,1830
ASL,toothbrush,5,1831
ASL,top,6,1832
ASL,topic,7,1833
ASL,tornado,5,1834
ASL,torture,4,1835
ASL,total,5,1836
ASL,touch,5,1837
ASL,tough,6,1838
ASL,tournament,7,1839
ASL,towel,5,1840
ASL,tower,3,1841
ASL,town,9,1842
ASL,trade,13,1843
ASL,tradition,5,1844
ASL,traffic,6,1845
ASL,train,9,1846
ASL,tranquil,5,1847
ASL,transfer,8,1848
ASL,transform,4,1849
ASL,translate,7,1850
ASL,travel,9,1851
ASL,tree,6,1852
ASL,triangle,6,1853
ASL,trip,5,1854
ASL,trophy,5,1855
ASL,trouble,5,1856
ASL,truck,6,1857
ASL,true,5,1858
ASL,trust,6,1859
ASL,truth,5,1860
ASL,try,6,1861
ASL,tuesday,7,1862
ASL,turkey,7,1863
ASL,turn,4,1864
ASL,turtle,5,1865
ASL,tutor,5,1866
ASL,tv,2,1867
ASL,twin,5,1868
ASL,two,6,1869
ASL,type,5,1870
ASL,u,4,1871
ASL,ugly,9,1872
ASL,umbrella,6,1873
ASL,uncle,6,1874
ASL,under,5,1875
ASL,understand,7,1876
ASL,underwear,8,1877
ASL,unique,6,1878
ASL,united states,5,1879
ASL,university,7,1880
ASL,until,7,1881
ASL,up,7,1882
ASL,upset,9,1883
ASL,upstairs,3,1884
ASL,use,5,1885
ASL,v,4,1886
ASL,vacant,4,1887
ASL,vacation,6,1888
ASL,vague,4,1889
ASL,valley,4,1890
ASL,value,3,1891
ASL,vampire,5,1892
ASL,vegetable,5,1893
ASL,verb,4,1894
ASL,very,6,1895
ASL,vice president,4,1896
ASL,viewpoint,5,1897
ASL,violin,7,1898
ASL,visit,9,1899
ASL,visitor,5,1900
ASL,visualize,5,1901
ASL,vlog,4,1902
ASL,vocabulary,6,1903
ASL,voice,9,1904
ASL,volleyball,5,1905
ASL,volunteer,7,1906
ASL,vomit,9,1907
ASL,vote,8,1908
ASL,w,4,1909
ASL,wait,10,1910
ASL,waiter,3,1911
ASL,wake up,5,1912
ASL,walk,11,1913
ASL,wall,5,1914
ASL,wallet,6,1915
ASL,wander,5,1916
ASL,want,9,1917
ASL,war,7,1918
ASL,warm,5,1919
ASL,warn,5,1920
ASL,wash,6,1921
ASL,wash face,2,1922
ASL,washington,5,1923
ASL,waste,5,1924
ASL,watch,8,1925
ASL,water,9,1926
ASL,waterfall,5,1927
ASL,watermelon,5,1928
ASL,way,5,1929
ASL,we,7,1930
ASL,weak,7,1931
ASL,wear,6,1932
ASL,weather,8,1933
ASL,wedding,7,1934
ASL,wednesday,8,1935
ASL,week,9,1936
ASL,weekend,9,1937
ASL,weekly,4,1938
ASL,weigh,3,1939
ASL,weight,6,1940
ASL,weird,5,1941
ASL,welcome,5,1942
ASL,west,8,1943
ASL,wet,9,1944
ASL,whale,6,1945
ASL,what,12,1946
ASL,whatever,4,1947
ASL,wheelchair,4,1948
ASL,when,8,1949
ASL,where,7,1950
ASL,which,6,1951
ASL,while,6,1952
ASL,whistle,3,1953
ASL,white,10,1954
ASL,who,14,1955
ASL,why,11,1956
ASL,wide,6,1957
ASL,wife,8,1958
ASL,will,4,1959
ASL,willing,6,1960
ASL,win,7,1961
ASL,wind,8,1962
ASL,window,6,1963
ASL,wine,5,1964
ASL,winter,6,1965
ASL,wish,4,1966
ASL,with,8,1967
ASL,within,5,1968
ASL,without,7,1969
ASL,witness,6,1970
ASL,wolf,6,1971
ASL,woman,11,1972
ASL,wonder,5,1973
ASL,wonderful,6,1974
ASL,wood,6,1975
ASL,word,8,1976
ASL,work,10,1977
ASL,worker,5,1978
ASL,workshop,5,1979
ASL,world,6,1980
ASL,worm,6,1981
ASL,worry,5,1982
ASL,worse,6,1983
ASL,worthless,5,1984
ASL,wow,9,1985
ASL,wrap,6,1986
ASL,wrench,3,1987
ASL,wristwatch,6,1988
ASL,write,10,1989
ASL,wrong,8,1990
ASL,year,10,1991
ASL,yellow,8,1992
ASL,yes,12,1993
ASL,yesterday,10,1994
ASL,you,8,1995
ASL,young,5,1996
ASL,your,6,1997
ASL,yourself,5,1998
ASL,zero,4,1999
VSL,0 (số không),1,2000
VSL,1,1,2001
VSL,1 000 000 (một triệu),3,2002
VSL,1 000 000 000 (một tỉ),3,2003
VSL,10,1,2004
VSL,10 000 (mười nghìn),3,2005
VSL,100,1,2006
VSL,1000 (một nghìn),1,2007
VSL,11,3,2008
VSL,12,3,2009
VSL,2,1,2010
VSL,2 _ 5 (Toán học),1,2011
VSL,2 _ 6 (Toán học),1,2012
VSL,23,3,2013
VSL,3,1,2014
VSL,33,2,2015
VSL,4,1,2016
VSL,40,1,2017
VSL,5,1,2018
VSL,5 _ 3 (Toán học),1,2019
VSL,5000 (năm nghìn),2,2020
VSL,6,3,2021
VSL,7,1,2022
VSL,7up,1,2023
VSL,8,1,2024
VSL,80,1,2025
VSL,9,1,2026
VSL,90,1,2027
VSL,Albania (nước Albania),1,2028
VSL,An Giang,1,2029
VSL,Anh (nước Anh),3,2030
VSL,Ba chân bốn cẳng,1,2031
VSL,Bra-xin (nước Bra-xin),3,2032
VSL,Bru-nây (nước Bru-nây),3,2033
VSL,Bun-ga-ri (nước Bun-ga-ri),1,2034
VSL,Bà Nà,1,2035
VSL,Bà Rịa - Vũng Tàu,1,2036
VSL,Bãi biển Vũng Tàu,1,2037
VSL,Bình Dương,1,2038
VSL,Bình Phước,1,2039
VSL,Bình Thuận,1,2040
VSL,Bình Định,1,2041
VSL,Băng-la-đét (nước Băng-la-đét),1,2042
VSL,Bạc Liêu,1,2043
VSL,Bắc Giang,1,2044
VSL,Bắc Kạn,1,2045
VSL,Bắc Ninh,1,2046
VSL,Bắc bộ,1,2047
VSL,Bến Tre,1,2048
VSL,Cam-pu-chia (nước Cam-pu-chia),3,2049
VSL,Cao Bằng,1,2050
VSL,Chi-lê (nước Chi-lê),1,2051
VSL,Châu Á Thái Bình Dương,1,2052
VSL,Châu Đại Dương,1,2053
VSL,Cocacola,1,2054
VSL,Cu ba (nước Cu ba),1,2055
VSL,Cà Mau,1,2056
VSL,Cô vy (covid),1,2057
VSL,Cô-lôm-bi-a (nước Cô-lôm-bi-a),1,2058
VSL,Cố đô Huế,1,2059
VSL,Cộng Hòa Séc (nước Cộng Hòa Séc),1,2060
VSL,Dinh Độc Lập,1,2061
VSL,Do Thái,1,2062
VSL,Gia Lai,1,2063
VSL,Hoàng tử,1,2064
VSL,Hoãn,1,2065
VSL,Hung-ga-ri (nước Hung-ga-ri),1,2066
VSL,Hà Giang,1,2067
VSL,Hà Lan (nước Hà Lan),1,2068
VSL,Hùng Vương,1,2069
VSL,Hưng Yên,1,2070
VSL,Hạ Long,1,2071
VSL,Hải Dương,1,2072
VSL,Hậu Giang,1,2073
VSL,Hồ Chí Minh,1,2074
VSL,I-rắc (nước I-rắc),1,2075
VSL,Italia (nước Italia),1,2076
VSL,Khánh Hòa,1,2077
VSL,Kim Đồng,1,2078
VSL,Kiên Giang,1,2079
VSL,Kon Tum,1,2080
VSL,Liên Bang Nga (nước Nga),3,2081
VSL,Long An,1,2082
VSL,Long Vương,1,2083
VSL,Lào (nước Lào),3,2084
VSL,Lâm Đồng,1,2085
VSL,Lượm,2,2086
VSL,Lạc Long Quân,1,2087
VSL,Lạng Sơn,1,2088
VSL,Ma Cao,1,2089
VSL,Mexico (nước Mexico),3,2090
VSL,Miến Điện (nước Mi-an-ma),3,2091
VSL,Mã Lai (nước Ma-lai-xi-a),3,2092
VSL,Mặt trời lặn,1,2093
VSL,Mặt trời mọc,1,2094
VSL,Nam bán cầu,1,2095
VSL,Nam Định,1,2096
VSL,Nhật (nước Nhật),3,2097
VSL,Ninh Bình,1,2098
VSL,Ninh Thuận,1,2099
VSL,Oa-sinh-tơn,1,2100
VSL,Pa-ki-xtan (nước Pa-ki-xtan),1,2101
VSL,Paris,1,2102
VSL,Phi-líp-pin (nước Phi-líp-pin),3,2103
VSL,Phú Thọ,1,2104
VSL,Pê-ru (nước Pê-ru),1,2105
VSL,Quy Nhơn,1,2106
VSL,Quảng Bình,1,2107
VSL,Quảng Nam,1,2108
VSL,Quảng Ngãi,1,2109
VSL,Quảng Ninh,1,2110
VSL,Quảng Trị,1,2111
VSL,Quốc Tử Giám,1,2112
VSL,Sapa,1,2113
VSL,Socola,1,2114
VSL,Sóc Trăng,1,2115
VSL,Thanh Hóa,1,2116
VSL,Thái Nguyên,1,2117
VSL,Thánh Gióng,1,2118
VSL,Thăng Long,1,2119
VSL,Thủy Điện Hòa Bình,3,2120
VSL,Thừa Thiên – Huế,3,2121
VSL,Tiền Giang,1,2122
VSL,Trung Quốc (nước Trung Quốc),3,2123
VSL,Trung Thu,3,2124
VSL,Trà Vinh,1,2125
VSL,Trần Quốc Toản,1,2126
VSL,Tuy Hoà,1,2127
VSL,Tây Bắc,1,2128
VSL,Tây Nguyên,1,2129
VSL,Tây Ninh,1,2130
VSL,Tết Dương,2,2131
VSL,Tết Thiếu nhi,1,2132
VSL,Tết Trung thu,3,2133
VSL,Tết hàn thực,3,2134
VSL,Tết Âm,2,2135
VSL,UNICEF,1,2136
VSL,Võ Nguyên Giáp,1,2137
VSL,Võ Thị Sáu,1,2138
VSL,Văn miếu Quốc Tử Giám,1,2139
VSL,Vĩnh Long,1,2140
VSL,Vĩnh Phúc,1,2141
VSL,Y-Éc-Xanh,1,2142
VSL,Yên Bái,1,2143
VSL,a,1,2144
VSL,ai,3,2145
VSL,ai bảo,1,2146
VSL,ai cho,1,2147
VSL,an ninh,1,2148
VSL,anh chị,1,2149
VSL,anh chị em,1,2150
VSL,anh dũng,3,2151
VSL,anh em,3,2152
VSL,"anh hai, anh cả",3,2153
VSL,anh hùng,1,2154
VSL,anh họ,2,2155
VSL,anh ruột,3,2156
VSL,anh rể,3,2157
VSL,anh vợ,1,2158
VSL,ao chuôm,1,2159
VSL,b,1,2160
VSL,ba là,1,2161
VSL,ban giám hiệu,1,2162
VSL,ban ngày,1,2163
VSL,ban đêm,3,2164
VSL,bao giờ_,3,2165
VSL,bao la,1,2166
VSL,bao nhiêu_,1,2167
VSL,bao tay (dùng cho trẻ sơ sinh),1,2168
VSL,bay,1,2169
VSL,bay liệng (bay lượn),1,2170
VSL,bay nhanh (máy bay),1,2171
VSL,biến đổi,1,2172
VSL,biển hiệu,1,2173
VSL,biển đông,1,2174
VSL,biểu thị,1,2175
VSL,biểu thức,1,2176
VSL,biểu đồ,1,2177
VSL,biểu đồ cột,1,2178
VSL,biểu đồ hình quạt,1,2179
VSL,biện pháp,1,2180
VSL,bom nguyên tử,1,2181
VSL,bom đạn,1,2182
VSL,boong tàu,1,2183
VSL,buôn làng,1,2184
VSL,buông màn,3,2185
VSL,buồn nôn,1,2186
VSL,buồn thảm,1,2187
VSL,buồng trứng,1,2188
VSL,buổi chiều,1,2189
VSL,buổi sáng,3,2190
VSL,buổi trưa,3,2191
VSL,buổi tối,3,2192
VSL,buổi đêm,3,2193
VSL,buộc dây,1,2194
VSL,buộc tóc,1,2195
VSL,bài báo,1,2196
VSL,bài thơ,3,2197
VSL,bàn bạc,1,2198
VSL,bàn chân,1,2199
VSL,bàn chải đánh răng,1,2200
VSL,bàn ghế,1,2201
VSL,bàn là,1,2202
VSL,bàn phím (máy vi tính),1,2203
VSL,bàn tay,1,2204
VSL,bàn tán,1,2205
VSL,bán buôn,1,2206
VSL,bán hàng,3,2207
VSL,bán kính (hình tròn),1,2208
VSL,bán đảo,1,2209
VSL,bánh Trung Thu,1,2210
VSL,bánh bột lọc,1,2211
VSL,bánh canh,1,2212
VSL,bánh cuốn,3,2213
VSL,bánh cốm,1,2214
VSL,bánh gai,1,2215
VSL,bánh giò,1,2216
VSL,bánh giầy,1,2217
VSL,bánh gối,1,2218
VSL,bánh hamburger,1,2219
VSL,bánh mì,3,2220
VSL,bánh pizza,1,2221
VSL,bánh pía,1,2222
VSL,bánh sandwich,1,2223
VSL,bánh tráng,1,2224
VSL,bánh xe,1,2225
VSL,bánh đa,1,2226
VSL,bánh đúc,1,2227
VSL,báo (con báo),3,2228
VSL,báo cáo,1,2229
VSL,báo thù,1,2230
VSL,báo động,1,2231
VSL,bát,1,2232
VSL,bát hương,1,2233
VSL,bát ngát,1,2234
VSL,bãi cát,1,2235
VSL,bãi cỏ,1,2236
VSL,bãi tắm,1,2237
VSL,bãi đỗ xe (ô tô),1,2238
VSL,bé gái,1,2239
VSL,bé hơn,1,2240
VSL,bé loắt choắt,1,2241
VSL,bé trai,3,2242
VSL,béo,1,2243
VSL,bê tông,1,2244
VSL,bên cạnh,2,2245
VSL,bên dưới,1,2246
VSL,bên phải,1,2247
VSL,bên trong,1,2248
VSL,bên trái,1,2249
VSL,bên trên,1,2250
VSL,bênh vực,1,2251
VSL,bìa sách,1,2252
VSL,bìa vở,3,2253
VSL,bình an,3,2254
VSL,bình minh,1,2255
VSL,bình phương,1,2256
VSL,bình sữa (em bé),1,2257
